gene_id,gene_name
4770,MSRB1
4771,MSRB2
4772,MST1
4773,MSTO1
4774,MSX1
4775,MSX2
4776,MT1F
4777,MT1X
4778,MT2A
4779,MTA1
4780,MTA2
4781,MTA3
4782,MTBP
4783,MTCH1
4784,MTCH2
4785,MTCP1
4786,MTDH
4787,MTF1
4788,MTF2
4789,MTFMT
4790,MTFP1
4791,MTFR1
4792,MTFR1L
4793,MTFR2
4794,MTG1
4795,MTG2
4796,MTHFD1
4797,MTHFD1L
4798,MTHFD2
4799,MTHFD2L
4800,MTHFR
4801,MTHFS
4802,MTHFSD
4803,MTIF2
4804,MTIF3
4805,MTM1
4806,MTMR1
4807,MTMR12
4808,MTMR14
4809,MTMR2
4810,MTMR3
4811,MTMR4
4812,MTMR9
4813,MTO1
4814,MTOR
4815,MTPAP
4816,MTPN
4817,MTR
4818,MTRES1
4819,MTREX
4820,MTRF1
4821,MTRF1L
4822,MTRR
4823,MTX1
4824,MTX2
4825,MUL1
4826,MUS81
4827,MUTYH
4828,MVB12A
4829,MVD
4830,MVK
4831,MXD1
4832,MXD3
4833,MXD4
4834,MXI1
4835,MXRA7
4836,MXRA8
4837,MYB
4838,MYBBP1A
4839,MYBL1
4840,MYBL2
4841,MYC
4842,MYCBP
4843,MYCBP2
4844,MYCL
4845,MYCN
4846,MYD88
4847,MYEOV
4848,MYF5
4849,MYF6
4850,MYH10
4851,MYH9
4852,MYL12A
4853,MYL12B
4854,MYL4
4855,MYL6
4856,MYL6B
4857,MYLIP
4858,MYLK3
4859,MYNN
4860,MYO16
4861,MYO18A
4862,MYO19
4863,MYO1C
4864,MYO1D
4865,MYO1H
4866,MYO6
4867,MYO9A
4868,MYO9B
4869,MYOD1
4870,MYOG
4871,MYPOP
4872,MYRF
4873,MYRFL
4874,MYSM1
4875,MYT1
4876,MYT1L
4877,MZF1
4878,MZT1
4879,MZT2A
4880,MZT2B
4881,N4BP1
4882,N4BP2
4883,N4BP2L2
4884,N6AMT1
4885,NAA10
4886,NAA11
4887,NAA15
4888,NAA16
4889,NAA20
4890,NAA25
4891,NAA30
4892,NAA35
4893,NAA38
4894,NAA40
4895,NAA50
4896,NAA60
4897,NAA80
4898,NAAA
4899,NAB1
4900,NAB2
4901,NABP1
4902,NABP2
4903,NACA
4904,NACA2
4905,NACC1
4906,NACC2
4907,NADK
4908,NADK2
4909,NADSYN1
4910,NAE1
4911,NAF1
4912,NAGA
4913,NAGK
4914,NAGLU
4915,NAGPA
4916,NAIF1
4917,NAMPT
4918,NANOG
4919,NANOGNB
4920,NANP
4921,NANS
4922,NAP1L1
4923,NAP1L4
4924,NAPA
4925,NAPEPLD
4926,NAPG
4927,NARF
4928,NARS
4929,NARS2
4930,NASP
4931,NAT10
4932,NAT14
4933,NAT8L
4934,NAT9
4935,NAV1
4936,NAXD
4937,NAXE
4938,NBAS
4939,NBEAL1
4940,NBEAL2
4941,NBN
4942,NBPF1
4943,NBPF12
4944,NBPF15
4945,NBPF3
4946,NBR1
4947,NCAM2
4948,NCAPD2
4949,NCAPD3
4950,NCAPG
4951,NCAPG2
4952,NCAPH
4953,NCAPH2
4954,NCBP1
4955,NCBP2
4956,NCDN
4957,NCK1
4958,NCK2
4959,NCKAP1
4960,NCKAP1L
4961,NCKAP5L
4962,NCKIPSD
4963,NCL
4964,NCLN
4965,NCOA1
4966,NCOA2
4967,NCOA3
4968,NCOA4
4969,NCOA5
4970,NCOA6
4971,NCOA7
4972,NCOR1
4973,NCOR2
4974,NCR3LG1
4975,NCS1
4976,NCSTN
4977,NDC1
4978,NDC80
4979,NDE1
4980,NDEL1
4981,NDFIP1
4982,NDFIP2
4983,NDOR1
4984,NDRG2
4985,NDRG3
4986,NDST1
4987,NDST2
4988,NDUFA1
4989,NDUFA10
4990,NDUFA11
4991,NDUFA12
4992,NDUFA13
4993,NDUFA2
4994,NDUFA3
4995,NDUFA4
4996,NDUFA5
4997,NDUFA6
4998,NDUFA7
4999,NDUFA8
5000,NDUFA9
5001,NDUFAB1
5002,NDUFAF1
5003,NDUFAF2
5004,NDUFAF3
5005,NDUFAF4
5006,NDUFAF5
5007,NDUFAF6
5008,NDUFAF7
5009,NDUFAF8
5010,NDUFB1
5011,NDUFB10
5012,NDUFB11
5013,NDUFB2
5014,NDUFB3
5015,NDUFB4
5016,NDUFB5
5017,NDUFB6
5018,NDUFB7
5019,NDUFB8
5020,NDUFB9
5021,NDUFC1
5022,NDUFC2
5023,NDUFS1
5024,NDUFS2
5025,NDUFS3
5026,NDUFS4
5027,NDUFS5
5028,NDUFS6
5029,NDUFS7
5030,NDUFS8
5031,NDUFV1
5032,NDUFV2
5033,NDUFV3
5034,NEBL
5035,NECAB3
5036,NECAP1
5037,NECAP2
5038,NECTIN2
5039,NEDD1
5040,NEDD4
5041,NEDD4L
5042,NEDD8
5043,NEFH
5044,NEIL2
5045,NEIL3
5046,NEK1
5047,NEK2
5048,NEK4
5049,NEK6
5050,NEK7
5051,NEK9
5052,NELFA
5053,NELFB
5054,NELFCD
5055,NELFE
5056,NEMF
5057,NENF
5058,NEPRO
5059,NES
5060,NET1
5061,NETO2
5062,NEU1
5063,NEU3
5064,NEURL4
5065,NEUROD1
5066,NEUROD2
5067,NEUROD4
5068,NEUROD6
5069,NEUROG1
5070,NEUROG2
5071,NEUROG3
5072,NEXN
5073,NF1
5074,NF2
5075,NFAT5
5076,NFATC1
5077,NFATC2
5078,NFATC2IP
5079,NFATC3
5080,NFATC4
5081,NFE2
5082,NFE2L1
5083,NFE2L2
5084,NFE2L3
5085,NFIA
5086,NFIB
5087,NFIC
5088,NFIL3
5089,NFIX
5090,NFKB1
5091,NFKB2
5092,NFKBIA
5093,NFKBIB
5094,NFKBID
5095,NFKBIE
5096,NFKBIL1
5097,NFRKB
5098,NFS1
5099,NFU1
5100,NFX1
5101,NFXL1
5102,NFYA
5103,NFYB
5104,NFYC
5105,NGDN
5106,NGLY1
5107,NGRN
5108,NHEJ1
5109,NHLH1
5110,NHLH2
5111,NHLRC2
5112,NHLRC3
5113,NHP2
5114,NIF3L1
5115,NIFK
5116,NIN
5117,NINJ1
5118,NINJ2
5119,NIP7
5120,NIPA1
5121,NIPA2
5122,NIPAL3
5123,NIPBL
5124,NIPSNAP1
5125,NIPSNAP2
5126,NIPSNAP3A
5127,NISCH
5128,NIT1
5129,NIT2
5130,NKAP
5131,NKAPD1
5132,NKIRAS1
5133,NKIRAS2
5134,NKRF
5135,NKTR
5136,NKX1-1
5137,NKX1-2
5138,NKX2-1
5139,NKX2-2
5140,NKX2-3
5141,NKX2-4
5142,NKX2-5
5143,NKX2-6
5144,NKX2-8
5145,NKX3-1
5146,NKX3-2
5147,NKX6-1
5148,NKX6-2
5149,NKX6-3
5150,NLE1
5151,NLK
5152,NLN
5153,NLRP1
5154,NLRP2
5155,NMD3
5156,NME1
5157,NME3
5158,NME4
5159,NME6
5160,NME7
5161,NMI
5162,NMNAT1
5163,NMNAT3
5164,NMRAL1
5165,NMT1
5166,NMT2
5167,NMU
5168,NNMT
5169,NNT
5170,NOA1
5171,NOB1
5172,NOBOX
5173,NOC2L
5174,NOC3L
5175,NOC4L
5176,NOL10
5177,NOL11
5178,NOL12
5179,NOL6
5180,NOL7
5181,NOL8
5182,NOL9
5183,NOLC1
5184,NOM1
5185,NOMO1
5186,NOMO3
5187,NONO
5188,NOP10
5189,NOP14
5190,NOP16
5191,NOP2
5192,NOP53
5193,NOP56
5194,NOP58
5195,NOP9
5196,NOS1
5197,NOS1AP
5198,NOS3
5199,NOSIP
5200,NOSTRIN
5201,NOTO
5202,NOTUM
5203,NPAS1
5204,NPAS2
5205,NPAS3
5206,NPAS4
5207,NPAT
5208,NPB
5209,NPC1
5210,NPC2
5211,NPEPPS
5212,NPHP4
5213,NPL
5214,NPLOC4
5215,NPM1
5216,NPM3
5217,NPRL2
5218,NPRL3
5219,NPTN
5220,NPW
5221,NQO1
5222,NQO2
5223,NR0B1
5224,NR1D1
5225,NR1D2
5226,NR1H2
5227,NR1H3
5228,NR1H4
5229,NR1I2
5230,NR1I3
5231,NR2C1
5232,NR2C2
5233,NR2C2AP
5234,NR2E1
5235,NR2E3
5236,NR2F1
5237,NR2F2
5238,NR2F6
5239,NR3C1
5240,NR3C2
5241,NR4A1
5242,NR4A2
5243,NR4A3
5244,NR5A1
5245,NR5A2
5246,NR6A1
5247,NRARP
5248,NRAS
5249,NRBF2
5250,NRBP1
5251,NRDE2
5252,NRF1
5253,NRGN
5254,NRIP1
5255,NRIP3
5256,NRL
5257,NRM
5258,NRROS
5259,NRSN2
5260,NRTN
5261,NSA2
5262,NSD1
5263,NSD2
5264,NSD3
5265,NSDHL
5266,NSF
5267,NSFL1C
5268,NSL1
5269,NSMAF
5270,NSMCE1
5271,NSMCE2
5272,NSMCE4A
5273,NSMF
5274,NSRP1
5275,NSUN2
5276,NSUN4
5277,NSUN5
5278,NSUN6
5279,NT5C
5280,NT5C2
5281,NT5C3A
5282,NT5C3B
5283,NT5DC1
5284,NT5DC2
5285,NT5DC3
5286,NT5M
5287,NTAN1
5288,NTHL1
5289,NTMT1
5290,NTPCR
5291,NTRK1
5292,NTRK2
5293,NUAK1
5294,NUB1
5295,NUBP1
5296,NUBP2
5297,NUBPL
5298,NUCB1
5299,NUCB2
5300,NUCKS1
5301,NUDC
5302,NUDCD1
5303,NUDCD2
5304,NUDCD3
5305,NUDT1
5306,NUDT12
5307,NUDT14
5308,NUDT15
5309,NUDT16
5310,NUDT16L1
5311,NUDT19
5312,NUDT2
5313,NUDT21
5314,NUDT22
5315,NUDT3
5316,NUDT4
5317,NUDT5
5318,NUDT6
5319,NUDT8
5320,NUDT9
5321,NUF2
5322,NUFIP1
5323,NUFIP2
5324,NUMA1
5325,NUMB
5326,NUMBL
5327,NUP107
5328,NUP133
5329,NUP153
5330,NUP155
5331,NUP160
5332,NUP188
5333,NUP205
5334,NUP210
5335,NUP214
5336,NUP35
5337,NUP37
5338,NUP42
5339,NUP43
5340,NUP50
5341,NUP54
5342,NUP62
5343,NUP62CL
5344,NUP85
5345,NUP88
5346,NUP93
5347,NUP98
5348,NUS1
5349,NUSAP1
5350,NUTF2
5351,NVL
5352,NXF1
5353,NXT1
5354,NXT2
5355,OARD1
5356,OAT
5357,OAZ1
5358,OAZ2
5359,OBI1
5360,OBSL1
5361,OCEL1
5362,OCIAD1
5363,ODC1
5364,ODF2
5365,ODF2L
5366,ODR4
5367,OFD1
5368,OGA
5369,OGDH
5370,OGFOD1
5371,OGFOD2
5372,OGFOD3
5373,OGFR
5374,OGG1
5375,OGT
5376,OIP5
5377,OLA1
5378,OLFML3
5379,OLIG1
5380,OLIG2
5381,OLIG3
5382,OMA1
5383,ONECUT1
5384,ONECUT2
5385,ONECUT3
5386,OPA1
5387,OPA3
5388,OPLAH
5389,OPN3
5390,OPTN
5391,OR1D2
5392,OR1E2
5393,OR2A1
5394,OR2T29
5395,OR2T5
5396,OR4K1
5397,OR4N2
5398,OR51B4
5399,OR51B5
5400,OR7A10
5401,OR7A17
5402,ORAI1
5403,ORAI2
5404,ORAI3
5405,ORC1
5406,ORC2
5407,ORC3
5408,ORC4
5409,ORC5
5410,ORC6
5411,ORMDL1
5412,ORMDL2
5413,ORMDL3
5414,OS9
5415,OSBP
5416,OSBP2
5417,OSBPL11
5418,OSBPL2
5419,OSBPL3
5420,OSBPL5
5421,OSBPL6
5422,OSBPL8
5423,OSBPL9
5424,OSER1
5425,OSGEP
5426,OSGIN2
5427,OSR1
5428,OSR2
5429,OST4
5430,OSTC
5431,OSTF1
5432,OSTM1
5433,OTOP1
5434,OTP
5435,OTUB1
5436,OTUD4
5437,OTUD5
5438,OTUD6B
5439,OTUD7B
5440,OTX1
5441,OTX2
5442,OVCA2
5443,OVOL1
5444,OVOL2
5445,OVOL3
5446,OXA1L
5447,OXCT1
5448,OXNAD1
5449,OXR1
5450,OXSM
5451,OXSR1
5452,P2RX1
5453,P2RX4
5454,P2RX5
5455,P2RY1
5456,P4HA1
5457,P4HA2
5458,P4HB
5459,PA2G4
5460,PAAF1
5461,PABPC1
5462,PABPC1L
5463,PABPC4
5464,PABPN1
5465,PACC1
5466,PACRGL
5467,PACS1
5468,PACS2
5469,PACSIN2
5470,PACSIN3
5471,PAF1
5472,PAFAH1B1
5473,PAFAH1B2
5474,PAFAH1B3
5475,PAGE1
5476,PAGE5
5477,PAGR1
5478,PAICS
5479,PAIP1
5480,PAIP2
5481,PAK1
5482,PAK1IP1
5483,PAK2
5484,PAK4
5485,PALB2
5486,PALM
5487,PALM3
5488,PAM
5489,PAM16
5490,PAN2
5491,PAN3
5492,PANK2
5493,PANK3
5494,PANK4
5495,PANX1
5496,PAPOLA
5497,PAPOLG
5498,PAPSS1
5499,PAQR3
5500,PAQR4
5501,PAQR8
5502,PARD3
5503,PARD6B
5504,PARG
5505,PARK7
5506,PARL
5507,PARN
5508,PARP1
5509,PARP12
5510,PARP14
5511,PARP2
5512,PARP4
5513,PARP6
5514,PARPBP
5515,PARS2
5516,PARVB
5517,PASD1
5518,PASK
5519,PATL1
5520,PATZ1
5521,PAX1
5522,PAX2
5523,PAX3
5524,PAX4
5525,PAX5
5526,PAX6
5527,PAX7
5528,PAX8
5529,PAX9
5530,PAXBP1
5531,PAXIP1
5532,PAXX
5533,PBK
5534,PBRM1
5535,PBX1
5536,PBX2
5537,PBX3
5538,PBX4
5539,PBXIP1
5540,PC
5541,PCBD1
5542,PCBD2
5543,PCBP1
5544,PCBP2
5545,PCBP4
5546,PCCA
5547,PCCB
5548,PCDH1
5549,PCDHA3
5550,PCED1A
5551,PCF11
5552,PCGF1
5553,PCGF2
5554,PCGF3
5555,PCGF5
5556,PCGF6
5557,PCID2
5558,PCIF1
5559,PCK2
5560,PCLAF
5561,PCM1
5562,PCMT1
5563,PCMTD1
5564,PCMTD2
5565,PCNA
5566,PCNP
5567,PCNT
5568,PCNX3
5569,PCNX4
5570,PCOLCE
5571,PCOLCE2
5572,PCSK6
5573,PCSK7
5574,PCSK9
5575,PCTP
5576,PCYOX1
5577,PCYT1A
5578,PCYT2
5579,PDAP1
5580,PDCD10
5581,PDCD11
5582,PDCD2
5583,PDCD2L
5584,PDCD4
5585,PDCD5
5586,PDCD6
5587,PDCD6IP
5588,PDCD7
5589,PDCL
5590,PDCL3
5591,PDE12
5592,PDE3B
5593,PDE4A
5594,PDE4DIP
5595,PDE6D
5596,PDE7A
5597,PDE8A
5598,PDF
5599,PDGFA
5600,PDHA1
5601,PDHB
5602,PDHX
5603,PDIA3
5604,PDIA4
5605,PDIA5
5606,PDIA6
5607,PDIK1L
5608,PDK1
5609,PDK2
5610,PDLIM1
5611,PDLIM2
5612,PDLIM4
5613,PDLIM5
5614,PDLIM7
5615,PDP2
5616,PDPK1
5617,PDPR
5618,PDRG1
5619,PDS5A
5620,PDS5B
5621,PDSS1
5622,PDSS2
5623,PDX1
5624,PDXDC1
5625,PDXK
5626,PDXP
5627,PDZD11
5628,PDZD8
5629,PEA15
5630,PEAK1
5631,PEBP1
5632,PECR
5633,PEF1
5634,PEG3
5635,PELI1
5636,PELO
5637,PELP1
5638,PEMT
5639,PEPD
5640,PER3
5641,PES1
5642,PET100
5643,PET117
5644,PEX1
5645,PEX10
5646,PEX11B
5647,PEX13
5648,PEX14
5649,PEX16
5650,PEX19
5651,PEX2
5652,PEX26
5653,PEX3
5654,PEX5
5655,PEX6
5656,PEX7
5657,PFAS
5658,PFDN1
5659,PFDN2
5660,PFDN4
5661,PFDN5
5662,PFDN6
5663,PFKFB2
5664,PFKFB4
5665,PFKL
5666,PFKM
5667,PFKP
5668,PFN1
5669,PGAM1
5670,PGAM5
5671,PGAP2
5672,PGBD1
5673,PGBD2
5674,PGD
5675,PGGT1B
5676,PGK1
5677,PGLS
5678,PGM2
5679,PGM2L1
5680,PGM3
5681,PGP
5682,PGPEP1
5683,PGR
5684,PGRMC1
5685,PGRMC2
5686,PGS1
5687,PHACTR1
5688,PHACTR2
5689,PHACTR4
5690,PHAX
5691,PHB
5692,PHB2
5693,PHC2
5694,PHC3
5695,PHF1
5696,PHF10
5697,PHF12
5698,PHF13
5699,PHF14
5700,PHF19
5701,PHF2
5702,PHF20
5703,PHF20L1
5704,PHF21A
5705,PHF23
5706,PHF3
5707,PHF5A
5708,PHF6
5709,PHF7
5710,PHF8
5711,PHGDH
5712,PHIP
5713,PHKA2
5714,PHKB
5715,PHKG1
5716,PHKG2
5717,PHLDA2
5718,PHLDB1
5719,PHLDB3
5720,PHOSPHO2
5721,PHOX2A
5722,PHOX2B
5723,PHPT1
5724,PHRF1
5725,PHTF1
5726,PHTF2
5727,PHYH
5728,PHYHD1
5729,PHYKPL
5730,PI4K2A
5731,PI4K2B
5732,PI4KA
5733,PI4KB
5734,PIAS1
5735,PIAS2
5736,PIAS3
5737,PIAS4
5738,PIBF1
5739,PICALM
5740,PICK1
5741,PIEZO1
5742,PIF1
5743,PIGA
5744,PIGB
5745,PIGC
5746,PIGF
5747,PIGG
5748,PIGH
5749,PIGK
5750,PIGL
5751,PIGM
5752,PIGN
5753,PIGO
5754,PIGP
5755,PIGQ
5756,PIGS
5757,PIGT
5758,PIGU
5759,PIGV
5760,PIGW
5761,PIGX
5762,PIH1D1
5763,PIK3C2A
5764,PIK3C3
5765,PIK3CA
5766,PIK3CB
5767,PIK3CD
5768,PIK3CG
5769,PIK3R1
5770,PIK3R2
5771,PIK3R4
5772,PIKFYVE
5773,PILRB
5774,PIM1
5775,PIM2
5776,PIM3
5777,PIN1
5778,PIN4
5779,PINK1
5780,PINX1
5781,PIP4K2A
5782,PIP4K2B
5783,PIP4K2C
5784,PIP4P1
5785,PIP4P2
5786,PIP5K1A
5787,PIP5K1C
5788,PIR
5789,PISD
5790,PITHD1
5791,PITPNA
5792,PITPNB
5793,PITPNC1
5794,PITPNM1
5795,PITRM1
5796,PITX1
5797,PITX2
5798,PITX3
5799,PIWIL4
5800,PJA2
5801,PKIB
5802,PKIG
5803,PKLR
5804,PKM
5805,PKMYT1
5806,PKN1
5807,PKN2
5808,PKN3
5809,PKNOX1
5810,PKNOX2
5811,PKP3
5812,PKP4
5813,PLA2G10
5814,PLA2G12A
5815,PLA2G15
5816,PLA2G6
5817,PLAA
5818,PLAG1
5819,PLAGL1
5820,PLAGL2
5821,PLAUR
5822,PLBD1
5823,PLBD2
5824,PLCB1
5825,PLCB3
5826,PLCB4
5827,PLCD1
5828,PLCD3
5829,PLCG1
5830,PLCL2
5831,PLCXD1
5832,PLD1
5833,PLD3
5834,PLD6
5835,PLEC
5836,PLEKHA1
5837,PLEKHA2
5838,PLEKHA3
5839,PLEKHA4
5840,PLEKHA5
5841,PLEKHA8
5842,PLEKHB2
5843,PLEKHF1
5844,PLEKHF2
5845,PLEKHG2
5846,PLEKHG4
5847,PLEKHG5
5848,PLEKHH3
5849,PLEKHJ1
5850,PLEKHM2
5851,PLEKHN1
5852,PLEKHO1
5853,PLIN2
5854,PLIN3
5855,PLK1
5856,PLK3
5857,PLK4
5858,PLOD1
5859,PLOD2
5860,PLOD3
5861,PLP2
5862,PLPBP
5863,PLRG1
5864,PLS1
5865,PLSCR1
5866,PLSCR3
5867,PLTP
5868,PLXNA1
5869,PLXNB1
5870,PLXNB2
5871,PLXND1
5872,PMAIP1
5873,PMF1
5874,PML
5875,PMM1
5876,PMM2
5877,PMP22
5878,PMPCA
5879,PMPCB
5880,PMS1
5881,PMS2
5882,PMVK
5883,PNISR
5884,PNKD
5885,PNKP
5886,PNMA1
5887,PNMT
5888,PNN
5889,PNO1
5890,PNP
5891,PNPLA2
5892,PNPLA4
5893,PNPLA6
5894,PNPLA8
5895,PNPO
5896,PNPT1
5897,PNRC1
5898,PNRC2
5899,POC1A
5900,POC1B
5901,POC5
5902,PODXL2
5903,POFUT1
5904,POFUT2
5905,POGK
5906,POGLUT1
5907,POGLUT2
5908,POGLUT3
5909,POGZ
5910,POLA1
5911,POLA2
5912,POLB
5913,POLD1
5914,POLD2
5915,POLD3
5916,POLD4
5917,POLDIP2
5918,POLDIP3
5919,POLE
5920,POLE2
5921,POLE3
5922,POLE4
5923,POLG
5924,POLG2
5925,POLH
5926,POLK
5927,POLL
5928,POLM
5929,POLQ
5930,POLR1A
5931,POLR1B
5932,POLR1C
5933,POLR1D
5934,POLR1E
5935,POLR2A
5936,POLR2B
5937,POLR2C
5938,POLR2D
5939,POLR2E
5940,POLR2F
5941,POLR2G
5942,POLR2H
5943,POLR2I
5944,POLR2J3
5945,POLR2K
5946,POLR2L
5947,POLR2M
5948,POLR3A
5949,POLR3B
5950,POLR3C
5951,POLR3D
5952,POLR3E
5953,POLR3F
5954,POLR3G
5955,POLR3GL
5956,POLR3H
5957,POLR3K
5958,POLRMT
5959,POM121
5960,POM121C
5961,POMGNT1
5962,POMGNT2
5963,POMP
5964,POMT1
5965,POMT2
5966,PON2
5967,POP1
5968,POP4
5969,POP5
5970,POP7
5971,POPDC3
5972,POR
5973,POT1
5974,POTEI
5975,POU1F1
5976,POU2AF1
5977,POU2F1
5978,POU2F2
5979,POU2F3
5980,POU3F1
5981,POU3F2
5982,POU3F3
5983,POU3F4
5984,POU4F1
5985,POU4F2
5986,POU4F3
5987,POU5F1
5988,POU5F1B
5989,POU5F2
5990,POU6F1
5991,POU6F2
5992,PPA1
5993,PPA2
5994,PPAN
5995,PPARA
5996,PPARD
5997,PPARG
5998,PPARGC1A
5999,PPARGC1B
6000,PPAT
6001,PPCDC
6002,PPCS
6003,PPDPF
6004,PPFIA1
6005,PPFIA3
6006,PPFIBP1
6007,PPHLN1
6008,PPIA
6009,PPIB
6010,PPIC
6011,PPID
6012,PPIE
6013,PPIF
6014,PPIG
6015,PPIH
6016,PPIL1
6017,PPIL2
6018,PPIL3
6019,PPIL4
6020,PPIP5K1
6021,PPIP5K2
6022,PPM1A
6023,PPM1B
6024,PPM1D
6025,PPM1F
6026,PPM1G
6027,PPM1H
6028,PPM1K
6029,PPM1N
6030,PPME1
6031,PPOX
6032,PPP1CA
6033,PPP1CB
6034,PPP1CC
6035,PPP1R10
6036,PPP1R11
6037,PPP1R12A
6038,PPP1R12B
6039,PPP1R12C
6040,PPP1R14A
6041,PPP1R14B
6042,PPP1R14C
6043,PPP1R15A
6044,PPP1R15B
6045,PPP1R16A
6046,PPP1R16B
6047,PPP1R18
6048,PPP1R2
6049,PPP1R26
6050,PPP1R35
6051,PPP1R37
6052,PPP1R3B
6053,PPP1R3D
6054,PPP1R3E
6055,PPP1R7
6056,PPP1R8
6057,PPP1R9B
6058,PPP2CA
6059,PPP2CB
6060,PPP2R1A
6061,PPP2R1B
6062,PPP2R2A
6063,PPP2R2B
6064,PPP2R2D
6065,PPP2R3B
6066,PPP2R3C
6067,PPP2R5A
6068,PPP2R5C
6069,PPP2R5D
6070,PPP2R5E
6071,PPP3CA
6072,PPP3CB
6073,PPP3CC
6074,PPP3R1
6075,PPP4C
6076,PPP4R1
6077,PPP4R2
6078,PPP5C
6079,PPP6C
6080,PPP6R1
6081,PPP6R2
6082,PPP6R3
6083,PPRC1
6084,PPT1
6085,PPT2
6086,PPTC7
6087,PPWD1
6088,PPY
6089,PQBP1
6090,PRADC1
6091,PRAME
6092,PRC1
6093,PRCC
6094,PRCP
6095,PRDM1
6096,PRDM10
6097,PRDM12
6098,PRDM13
6099,PRDM14
6100,PRDM15
6101,PRDM16
6102,PRDM2
6103,PRDM4
6104,PRDM5
6105,PRDM6
6106,PRDM8
6107,PRDM9
6108,PRDX1
6109,PRDX2
6110,PRDX3
6111,PRDX4
6112,PRDX5
6113,PRDX6
6114,PREB
6115,PRELID1
6116,PRELID2
6117,PRELID3B
6118,PREP
6119,PREPL
6120,PRG2
6121,PRICKLE3
6122,PRIM1
6123,PRIM2
6124,PRIMPOL
6125,PRKAA1
6126,PRKAB1
6127,PRKAB2
6128,PRKACA
6129,PRKAG1
6130,PRKAG2
6131,PRKAR1A
6132,PRKAR1B
6133,PRKAR2A
6134,PRKAR2B
6135,PRKCA
6136,PRKCB
6137,PRKCI
6138,PRKCQ
6139,PRKCSH
6140,PRKD2
6141,PRKD3
6142,PRKDC
6143,PRKRA
6144,PRKRIP1
6145,PRKX
6146,PRMT1
6147,PRMT2
6148,PRMT3
6149,PRMT5
6150,PRMT6
6151,PRMT7
6152,PRNP
6153,PRODH
6154,PROP1
6155,PRORP
6156,PROS1
6157,PROSER2
6158,PROX1
6159,PROX2
6160,PRPF18
6161,PRPF19
6162,PRPF3
6163,PRPF31
6164,PRPF38A
6165,PRPF38B
6166,PRPF39
6167,PRPF4
6168,PRPF40A
6169,PRPF40B
6170,PRPF4B
6171,PRPF6
6172,PRPF8
6173,PRPS1
6174,PRPS2
6175,PRPSAP1
6176,PRPSAP2
6177,PRR11
6178,PRR12
6179,PRR13
6180,PRR14
6181,PRR3
6182,PRR4
6183,PRR5
6184,PRR7
6185,PRRC1
6186,PRRC2A
6187,PRRC2B
6188,PRRC2C
6189,PRRX1
6190,PRRX2
6191,PRSS16
6192,PRSS21
6193,PRSS50
6194,PRSS57
6195,PRTFDC1
6196,PRTG
6197,PRUNE1
6198,PRXL2A
6199,PRXL2C
6200,PSAP
6201,PSAT1
6202,PSD4
6203,PSEN1
6204,PSEN2
6205,PSENEN
6206,PSIP1
6207,PSKH1
6208,PSMA1
6209,PSMA2
6210,PSMA3
6211,PSMA4
6212,PSMA5
6213,PSMA6
6214,PSMA7
6215,PSMB1
6216,PSMB10
6217,PSMB2
6218,PSMB3
6219,PSMB4
6220,PSMB5
6221,PSMB6
6222,PSMB7
6223,PSMC1
6224,PSMC2
6225,PSMC3
6226,PSMC3IP
6227,PSMC4
6228,PSMC5
6229,PSMC6
6230,PSMD1
6231,PSMD10
6232,PSMD11
6233,PSMD12
6234,PSMD13
6235,PSMD14
6236,PSMD2
6237,PSMD3
6238,PSMD4
6239,PSMD5
6240,PSMD6
6241,PSMD7
6242,PSMD8
6243,PSMD9
6244,PSME1
6245,PSME2
6246,PSME3
6247,PSME4
6248,PSMF1
6249,PSMG1
6250,PSMG2
6251,PSMG3
6252,PSMG4
6253,PSPC1
6254,PSPH
6255,PSRC1
6256,PSTK
6257,PSTPIP2
6258,PTAR1
6259,PTBP1
6260,PTBP2
6261,PTBP3
6262,PTCD1
6263,PTCD2
6264,PTCD3
6265,PTDSS1
6266,PTDSS2
6267,PTEN
6268,PTER
6269,PTF1A
6270,PTGER3
6271,PTGES2
6272,PTGES3
6273,PTGFRN
6274,PTGR2
6275,PTK2
6276,PTK2B
6277,PTK7
6278,PTMA
6279,PTMS
6280,PTOV1
6281,PTP4A1
6282,PTP4A2
6283,PTP4A3
6284,PTPA
6285,PTPMT1
6286,PTPN1
6287,PTPN11
6288,PTPN12
6289,PTPN13
6290,PTPN18
6291,PTPN2
6292,PTPN23
6293,PTPN4
6294,PTPN7
6295,PTPN9
6296,PTPRA
6297,PTPRC
6298,PTPRF
6299,PTPRG
6300,PTPRH
6301,PTPRR
6302,PTPRS
6303,PTRH1
6304,PTRH2
6305,PTRHD1
6306,PTS
6307,PTTG1
6308,PTTG1IP
6309,PUF60
6310,PUM1
6311,PUM2
6312,PURA
6313,PURB
6314,PURG
6315,PUS1
6316,PUS10
6317,PUS3
6318,PUS7
6319,PUS7L
6320,PUSL1
6321,PVR
6322,PWP1
6323,PWP2
6324,PWWP2A
6325,PWWP2B
6326,PWWP3A
6327,PXK
6328,PXMP2
6329,PXMP4
6330,PXN
6331,PYCARD
6332,PYCR1
6333,PYCR2
6334,PYCR3
6335,PYDC2
6336,PYGB
6337,PYGL
6338,PYGO2
6339,PYROXD1
6340,PYURF
6341,QARS
6342,QDPR
6343,QKI
6344,QPCTL
6345,QPRT
6346,QRICH1
6347,QRSL1
