gene_id,gene_name
9652,ZNF649
9653,ZNF652
9654,ZNF653
9655,ZNF654
9656,ZNF655
9657,ZNF658
9658,ZNF660
9659,ZNF662
9660,ZNF664
9661,ZNF665
9662,ZNF667
9663,ZNF668
9664,ZNF669
9665,ZNF670
9666,ZNF671
9667,ZNF672
9668,ZNF674
9669,ZNF675
9670,ZNF676
9671,ZNF677
9672,ZNF678
9673,ZNF679
9674,ZNF680
9675,ZNF681
9676,ZNF682
9677,ZNF683
9678,ZNF684
9679,ZNF687
9680,ZNF688
9681,ZNF689
9682,ZNF69
9683,ZNF691
9684,ZNF692
9685,ZNF695
9686,ZNF696
9687,ZNF697
9688,ZNF699
9689,ZNF7
9690,ZNF70
9691,ZNF700
9692,ZNF701
9693,ZNF703
9694,ZNF704
9695,ZNF705A
9696,ZNF705B
9697,ZNF705D
9698,ZNF705G
9699,ZNF706
9700,ZNF707
9701,ZNF708
9702,ZNF709
9703,ZNF71
9704,ZNF710
9705,ZNF711
9706,ZNF713
9707,ZNF714
9708,ZNF716
9709,ZNF717
9710,ZNF718
9711,ZNF720
9712,ZNF721
9713,ZNF726
9714,ZNF727
9715,ZNF728
9716,ZNF729
9717,ZNF730
9718,ZNF732
9719,ZNF735
9720,ZNF736
9721,ZNF737
9722,ZNF74
9723,ZNF740
9724,ZNF746
9725,ZNF747
9726,ZNF749
9727,ZNF750
9728,ZNF75A
9729,ZNF75D
9730,ZNF76
9731,ZNF761
9732,ZNF763
9733,ZNF764
9734,ZNF765
9735,ZNF766
9736,ZNF768
9737,ZNF77
9738,ZNF770
9739,ZNF771
9740,ZNF772
9741,ZNF773
9742,ZNF774
9743,ZNF775
9744,ZNF776
9745,ZNF777
9746,ZNF778
9747,ZNF780A
9748,ZNF780B
9749,ZNF782
9750,ZNF783
9751,ZNF784
9752,ZNF785
9753,ZNF786
9754,ZNF787
9755,ZNF789
9756,ZNF79
9757,ZNF790
9758,ZNF791
9759,ZNF792
9760,ZNF793
9761,ZNF799
9762,ZNF8
9763,ZNF80
9764,ZNF800
9765,ZNF804A
9766,ZNF804B
9767,ZNF805
9768,ZNF808
9769,ZNF81
9770,ZNF813
9771,ZNF814
9772,ZNF816
9773,ZNF821
9774,ZNF823
9775,ZNF827
9776,ZNF829
9777,ZNF83
9778,ZNF830
9779,ZNF831
9780,ZNF835
9781,ZNF836
9782,ZNF837
9783,ZNF84
9784,ZNF841
9785,ZNF843
9786,ZNF844
9787,ZNF845
9788,ZNF846
9789,ZNF85
9790,ZNF850
9791,ZNF852
9792,ZNF853
9793,ZNF860
9794,ZNF865
9795,ZNF875
9796,ZNF878
9797,ZNF879
9798,ZNF880
9799,ZNF883
9800,ZNF888
9801,ZNF891
9802,ZNF90
9803,ZNF91
9804,ZNF92
9805,ZNF93
9806,ZNF98
9807,ZNF99
9808,ZNFX1
9809,ZNHIT1
9810,ZNHIT2
9811,ZNHIT3
9812,ZNHIT6
9813,ZNRD1
9814,ZNRD2
9815,ZNRF1
9816,ZNRF2
9817,ZRANB2
9818,ZRANB3
9819,ZRSR2
9820,ZSCAN1
9821,ZSCAN10
9822,ZSCAN12
9823,ZSCAN16
9824,ZSCAN18
9825,ZSCAN2
9826,ZSCAN20
9827,ZSCAN21
9828,ZSCAN22
9829,ZSCAN23
9830,ZSCAN25
9831,ZSCAN26
9832,ZSCAN29
9833,ZSCAN30
9834,ZSCAN31
9835,ZSCAN32
9836,ZSCAN5A
9837,ZSCAN5B
9838,ZSCAN9
9839,ZSWIM1
9840,ZSWIM7
9841,ZSWIM8
9842,ZUP1
9843,ZW10
9844,ZWILCH
9845,ZWINT
9846,ZXDA
9847,ZXDB
9848,ZXDC
9849,ZYG11A
9850,ZYG11B
9851,ZYX
9852,ZZEF1
9853,A1CF
9854,A2M
9855,A2ML1
9856,A3GALT2
9857,A4GALT
9858,A4GNT
9859,AADAC
9860,AADACL2
9861,AADACL3
9862,AADACL4
9863,AADAT
9864,AANAT
9865,AARD
9866,AARS1
9867,AASS
9868,AATK
9869,ABAT
9870,ABCA1
9871,ABCA10
9872,ABCA12
9873,ABCA13
9874,ABCA2
9875,ABCA3
9876,ABCA4
9877,ABCA5
9878,ABCA6
9879,ABCA9
9880,ABCB1
9881,ABCB11
9882,ABCB4
9883,ABCB5
9884,ABCC11
9885,ABCC12
9886,ABCC2
9887,ABCC3
9888,ABCC6
9889,ABCC8
9890,ABCC9
9891,ABCD1
9892,ABCD2
9893,ABCG2
9894,ABCG4
9895,ABCG5
9896,ABCG8
9897,ABHD1
9898,ABHD12B
9899,ABHD15
9900,ABHD17C
9901,ABHD18
9902,ABHD4
9903,ABI3
9904,ABI3BP
9905,ABLIM1
9906,ABLIM2
9907,ABLIM3
9908,ABRA
9909,ABTB1
9910,ABTB2
9911,ABTB3
9912,AC002316.1
9913,AC004151.1
9914,AC004593.2
9915,AC004706.3
9916,AC005261.1
9917,AC005747.1
9918,AC008397.1
9919,AC008687.4
9920,AC008870.1
9921,AC010326.1
9922,AC011195.3
9923,AC013470.2
9924,AC015802.6
9925,AC020929.1
9926,AC021092.2
9927,AC022966.1
9928,AC025287.4
9929,AC040160.1
9930,AC055839.2
9931,AC067752.1
9932,AC080128.3
9933,AC091230.1
9934,AC092279.1
9935,AC092835.1
9936,AC093012.1
9937,AC093512.2
9938,AC099489.1
9939,AC113348.1
9940,AC118281.1
9941,AC118549.1
9942,AC119396.1
9943,AC138647.1
9944,AC187653.1
9945,ACACB
9946,ACAD11
9947,ACADL
9948,ACAN
9949,ACAP1
9950,ACBD4
9951,ACBD7
9952,ACCSL
9953,ACE2
9954,ACER1
9955,ACER2
9956,ACKR1
9957,ACKR2
9958,ACKR3
9959,ACMSD
9960,ACOD1
9961,ACOT1
9962,ACOT11
9963,ACOT2
9964,ACOT4
9965,ACOT6
9966,ACOX2
9967,ACOX3
9968,ACOXL
9969,ACP3
9970,ACP4
9971,ACP6
9972,ACP7
9973,ACPP
9974,ACR
9975,ACRBP
9976,ACRV1
9977,ACSBG1
9978,ACSBG2
9979,ACSF2
9980,ACSL5
9981,ACSL6
9982,ACSM1
9983,ACSM4
9984,ACSM5
9985,ACSM6
9986,ACSS1
9987,ACSS3
9988,ACTA1
9989,ACTA2
9990,ACTBL2
9991,ACTC1
9992,ACTG2
9993,ACTL10
9994,ACTL6B
9995,ACTL7A
9996,ACTL7B
9997,ACTL8
9998,ACTL9
9999,ACTMAP
10000,ACTN2
10001,ACTN3
10002,ACTRT1
10003,ACTRT2
10004,ACTRT3
10005,ACVR1
10006,ACVR1C
10007,ACVR2A
10008,ACVRL1
10009,ACY3
10010,ADA2
10011,ADAD1
10012,ADAD2
10013,ADAM11
10014,ADAM12
10015,ADAM18
10016,ADAM19
10017,ADAM2
10018,ADAM20
10019,ADAM21
10020,ADAM22
10021,ADAM23
10022,ADAM28
10023,ADAM29
10024,ADAM30
10025,ADAM32
10026,ADAM33
10027,ADAM7
10028,ADAM8
10029,ADAMDEC1
10030,ADAMTS1
10031,ADAMTS10
10032,ADAMTS12
10033,ADAMTS13
10034,ADAMTS15
10035,ADAMTS16
10036,ADAMTS17
10037,ADAMTS18
10038,ADAMTS19
10039,ADAMTS2
10040,ADAMTS4
10041,ADAMTS5
10042,ADAMTS6
10043,ADAMTS7
10044,ADAMTS8
10045,ADAMTS9
10046,ADAMTSL1
10047,ADAMTSL2
10048,ADAMTSL3
10049,ADAMTSL5
10050,ADAP1
10051,ADAP2
10052,ADCK1
10053,ADCY1
10054,ADCY10
10055,ADCY2
10056,ADCY4
10057,ADCY5
10058,ADCY6
10059,ADCY8
10060,ADCY9
10061,ADCYAP1
10062,ADCYAP1R1
10063,ADGB
10064,ADGRA1
10065,ADGRA2
10066,ADGRA3
10067,ADGRB1
10068,ADGRB2
10069,ADGRB3
10070,ADGRD1
10071,ADGRE1
10072,ADGRE2
10073,ADGRE3
10074,ADGRE5
10075,ADGRF1
10076,ADGRF2
10077,ADGRF3
10078,ADGRF4
10079,ADGRF5
10080,ADGRG1
10081,ADGRG2
10082,ADGRG3
10083,ADGRG4
10084,ADGRG5
10085,ADGRG6
10086,ADGRG7
10087,ADGRL1
10088,ADGRL2
10089,ADGRL3
10090,ADGRL4
10091,ADGRV1
10092,ADH1A
10093,ADH1B
10094,ADH4
10095,ADH6
10096,ADH7
10097,ADHFE1
10098,ADIPOQ
10099,ADIRF
10100,ADISSP
10101,ADM
10102,ADM2
10103,ADM5
10104,ADORA1
10105,ADORA2A
10106,ADORA3
10107,ADPRH
10108,ADPRHL1
10109,ADPRM
10110,ADPRS
10111,ADRA1A
10112,ADRA1B
10113,ADRA1D
10114,ADRA2A
10115,ADRA2B
10116,ADRA2C
10117,ADRB1
10118,ADRB2
10119,ADRB3
10120,ADSS1
10121,ADSS2
10122,AFAP1
10123,AFAP1L1
10124,AFAP1L2
10125,AFDN
10126,AFF2
10127,AFF3
10128,AFG1L
10129,AFG2A
10130,AFG2B
10131,AFM
10132,AFP
10133,AGAP2
10134,AGBL1
10135,AGBL2
10136,AGBL3
10137,AGBL4
10138,AGER
10139,AGMAT
10140,AGMO
10141,AGO4
10142,AGR2
10143,AGR3
10144,AGT
10145,AGTPBP1
10146,AGTR1
10147,AGTR2
10148,AGXT
10149,AGXT2
10150,AHCYL2
10151,AHNAK2
10152,AHSG
10153,AICDA
10154,AIF1L
10155,AIFM3
10156,AIM2
10157,AIPL1
10158,AIRIM
10159,AJAP1
10160,AJM1
10161,AJUBA
10162,AK5
10163,AK6
10164,AK7
10165,AK8
10166,AK9
10167,AKAIN1
10168,AKAP10
10169,AKAP12
10170,AKAP14
10171,AKAP3
10172,AKAP4
10173,AKAP5
10174,AKAP6
10175,AKAP7
10176,AKNAD1
10177,AKR1B1
10178,AKR1B10
10179,AKR1B15
10180,AKR1C3
10181,AKR1C4
10182,AKR1C8
10183,AKR1C8P
10184,AKR1D1
10185,AKR7A3
10186,AKT3
10187,AKTIP
10188,AL049834.1
10189,AL109810.2
10190,AL136454.1
10191,AL159141.1
10192,AL162231.1
10193,AL353579.1
10194,AL391650.1
10195,AL603764.2
10196,AL772284.2
10197,AL845331.2
10198,ALB
10199,ALCAM
10200,ALDH1A3
10201,ALDH1L1
10202,ALDH1L2
10203,ALDH3A1
10204,ALDH3A2
10205,ALDH3B1
10206,ALDH3B2
10207,ALDH6A1
10208,ALDH7A1
10209,ALDH8A1
10210,ALDOB
10211,ALG10
10212,ALG10B
10213,ALK
10214,ALKAL2
10215,ALKBH1
10216,ALLC
10217,ALOX12
10218,ALOX12B
10219,ALOX15
10220,ALOX15B
10221,ALOX5
10222,ALOX5AP
10223,ALOXE3
10224,ALPG
10225,ALPI
10226,ALPK1
10227,ALPK2
10228,ALPK3
10229,ALPL
10230,ALPP
10231,ALS2CL
10232,AMACR
10233,AMBN
10234,AMBP
10235,AMDHD1
10236,AMELX
10237,AMELY
10238,AMER1
10239,AMER2
10240,AMER3
10241,AMIGO1
10242,AMIGO2
10243,AMIGO3
10244,AMMECR1L
10245,AMN
10246,AMOT
10247,AMOTL2
10248,AMPD1
10249,AMPH
10250,AMT
10251,AMTN
10252,AMZ1
10253,ANG
10254,ANGEL1
10255,ANGPT2
10256,ANGPT4
10257,ANGPTL1
10258,ANGPTL2
10259,ANGPTL3
10260,ANGPTL4
10261,ANGPTL5
10262,ANGPTL6
10263,ANGPTL7
10264,ANGPTL8
10265,ANK2
10266,ANKAR
10267,ANKDD1A
10268,ANKDD1B
10269,ANKEF1
10270,ANKFN1
10271,ANKH
10272,ANKK1
10273,ANKRD1
10274,ANKRD18A
10275,ANKRD18B
10276,ANKRD2
10277,ANKRD22
10278,ANKRD23
10279,ANKRD24
10280,ANKRD29
10281,ANKRD30A
10282,ANKRD30B
10283,ANKRD31
10284,ANKRD33
10285,ANKRD33B
10286,ANKRD34A
10287,ANKRD34B
10288,ANKRD34C
10289,ANKRD35
10290,ANKRD36
10291,ANKRD36B
10292,ANKRD37
10293,ANKRD40CL
10294,ANKRD42
10295,ANKRD44
10296,ANKRD45
10297,ANKRD50
10298,ANKRD53
10299,ANKRD55
10300,ANKRD6
10301,ANKRD60
10302,ANKRD61
10303,ANKRD62
10304,ANKRD63
10305,ANKRD65
10306,ANKRD66
10307,ANKRD7
10308,ANKS1B
10309,ANKS4B
10310,ANKUB1
10311,ANO1
10312,ANO2
10313,ANO3
10314,ANO4
10315,ANO5
10316,ANO7
10317,ANO8
10318,ANO9
10319,ANOS1
10320,ANP32D
10321,ANPEP
10322,ANTXR1
10323,ANTXRL
10324,ANXA10
10325,ANXA13
10326,ANXA8
10327,ANXA9
10328,AOAH
10329,AOC1
10330,AOC2
10331,AOC3
10332,AOX1
10333,AP000721.1
10334,AP001453.5
10335,AP002495.1
10336,AP006333.1
10337,AP1M2
10338,AP1S3
10339,AP3B2
10340,AP4E1
10341,APBA1
10342,APBB1
10343,APBB1IP
10344,APBB2
10345,APC2
10346,APCDD1
10347,APCDD1L
10348,APCS
10349,APLF
10350,APLN
10351,APLNR
10352,APOA1
10353,APOA2
10354,APOA4
10355,APOA5
10356,APOB
10357,APOBEC1
10358,APOBEC2
10359,APOBEC3A
10360,APOBEC3H
10361,APOBEC4
10362,APOC3
10363,APOD
10364,APOF
10365,APOH
10366,APOL1
10367,APOL3
10368,APOL4
10369,APOL5
10370,APOL6
10371,APOLD1
10372,APP
10373,APPL2
10374,AQP1
10375,AQP11
10376,AQP2
10377,AQP5
10378,AQP6
10379,AQP7B
10380,AQP8
10381,AQP9
10382,ARAP2
10383,ARAP3
10384,ARB2A
10385,ARC
10386,ARFGEF3
10387,ARG1
10388,ARHGAP10
10389,ARHGAP15
10390,ARHGAP23
10391,ARHGAP26
10392,ARHGAP27
10393,ARHGAP28
10394,ARHGAP29
10395,ARHGAP30
10396,ARHGAP31
10397,ARHGAP32
10398,ARHGAP33
10399,ARHGAP36
10400,ARHGAP39
10401,ARHGAP40
10402,ARHGAP42
10403,ARHGAP44
10404,ARHGAP9
10405,ARHGEF10L
10406,ARHGEF15
10407,ARHGEF16
10408,ARHGEF17
10409,ARHGEF19
10410,ARHGEF26
10411,ARHGEF28
10412,ARHGEF3
10413,ARHGEF33
10414,ARHGEF37
10415,ARHGEF38
10416,ARHGEF4
10417,ARHGEF40
10418,ARIH2OS
10419,ARK2C
10420,ARK2N
10421,ARL10
10422,ARL13A
10423,ARL14EPL
10424,ARL4C
10425,ARL5C
10426,ARL6
10427,ARL9
10428,ARMC12
10429,ARMC2
10430,ARMC3
10431,ARMC4
10432,ARMC9
10433,ARMCX1
10434,ARMCX2
10435,ARMCX4
10436,ARMH1
10437,ARMH2
10438,ARMH3
10439,ARMH4
10440,ARMT1
10441,ARPP21
10442,ARR3
10443,ARRDC5
10444,ARSA
10445,ARSB
10446,ARSD
10447,ARSF
10448,ARSG
10449,ARSH
10450,ARSI
10451,ARSJ
10452,ARSL
10453,ART1
10454,ART3
10455,ART4
10456,ART5
10457,ARTN
10458,AS3MT
10459,ASAH2
10460,ASAP2
10461,ASB10
10462,ASB11
10463,ASB12
10464,ASB14
10465,ASB15
10466,ASB16
10467,ASB17
10468,ASB18
10469,ASB2
10470,ASB4
10471,ASB5
10472,ASB9
10473,ASGR1
10474,ASGR2
10475,ASIC1
10476,ASIC2
10477,ASIC3
10478,ASIC5
10479,ASIP
10480,ASMT
10481,ASPA
10482,ASPDH
10483,ASPG
10484,ASPHD1
10485,ASPHD2
10486,ASPN
10487,ASPRV1
10488,ASS1
10489,ASTE1
10490,ASTL
10491,ASTN1
10492,ASTN2
10493,ASXL3
10494,ASZ1
10495,ATAD3C
10496,ATAT1
10497,ATCAY
10498,ATG101
10499,ATG14
10500,ATG16L2
10501,ATG9B
10502,ATOSA
10503,ATOSB
10504,ATP10A
10505,ATP10B
10506,ATP10D
10507,ATP12A
10508,ATP13A4
10509,ATP13A5
10510,ATP1A2
10511,ATP1A4
10512,ATP1B1
10513,ATP1B2
10514,ATP1B4
10515,ATP2A1
10516,ATP2B2
10517,ATP2B3
10518,ATP2C2
10519,ATP4A
10520,ATP4B
10521,ATP5MJ
10522,ATP6AP1L
10523,ATP6V0A4
10524,ATP6V0D2
10525,ATP6V1B1
10526,ATP6V1C2
10527,ATP6V1FNB
10528,ATP8A1
10529,ATP8A2
10530,ATP8B1
10531,ATP8B3
10532,ATP8B4
10533,ATP9A
10534,ATRN
10535,ATRNL1
10536,ATXN3L
10537,ATXN7L2
10538,AURKC
10539,AUTS2
10540,AVIL
10541,AVPR1A
10542,AVPR1B
10543,AVPR2
10544,AWAT1
10545,AWAT2
10546,AXDND1
10547,AXIN2
10548,AZGP1
10549,AZIN2
10550,AZU1
10551,B3GALNT1
10552,B3GALT1
10553,B3GALT2
10554,B3GALT4
10555,B3GALT5
10556,B3GALT9
10557,B3GAT1
10558,B3GAT2
10559,B3GLCT
10560,B3GNT10
10561,B3GNT3
10562,B3GNT4
10563,B3GNT6
10564,B3GNT7
10565,B3GNT8
10566,B3GNT9
10567,B4GALNT2
10568,B4GALNT3
10569,B4GALT6
10570,B4GAT1
10571,BAALC
10572,BAAT
10573,BACE1
10574,BACE2
10575,BAIAP2L2
10576,BAIAP3
10577,BANF2
10578,BANK1
10579,BBLN
10580,BBOF1
10581,BBOX1
10582,BBS10
10583,BBS12
10584,BBS9
10585,BCAM
10586,BCAN
10587,BCAR3
10588,BCAS1
10589,BCAS3
10590,BCAS4
10591,BCDIN3D
10592,BCHE
10593,BCL2A1
10594,BCL2L10
10595,BCL2L14
10596,BCL2L15
10597,BCL3
10598,BCL9
10599,BCL9L
10600,BCLAF3
10601,BCO1
10602,BCO2
10603,BDKRB1
10604,BDKRB2
10605,BEAN1
10606,BECN2
10607,BEGAIN
10608,BEND2
10609,BEND3
10610,BEND4
10611,BEND5
10612,BEND7
10613,BEST2
10614,BEST3
10615,BEST4
10616,BEX3
10617,BEX5
10618,BFSP1
10619,BFSP2
10620,BGN
10621,BHMG1
10622,BHMT
10623,BHMT2
10624,BICC1
10625,BICDL1
10626,BICDL2
10627,BICRA
10628,BICRAL
10629,BIK
10630,BIN2
10631,BIRC3
10632,BIRC7
10633,BLK
10634,BLNK
10635,BLTP1
10636,BLTP2
10637,BLTP3A
10638,BLTP3B
10639,BMAL1
10640,BMAL2
10641,BMERB1
10642,BMF
10643,BMP10
10644,BMP15
10645,BMP2
10646,BMP3
10647,BMP4
10648,BMP5
10649,BMP6
10650,BMP7
10651,BMP8A
10652,BMPR1A
10653,BMPR1B
10654,BMT2
10655,BMX
10656,BNIP5
10657,BNIPL
10658,BOC
10659,BOD1L2
10660,BOK
10661,BOLL
10662,BORCS5
10663,BORCS6
10664,BORCS7
10665,BPI
10666,BPIFA1
10667,BPIFA2
10668,BPIFA3
10669,BPIFB1
10670,BPIFB2
10671,BPIFB3
10672,BPIFB4
10673,BPIFB6
10674,BPIFC
10675,BPNT2
10676,BRD10
10677,BRD3OS
10678,BRDT
10679,BRINP1
10680,BRINP2
10681,BRINP3
10682,BRME1
10683,BRS3
10684,BRSK1
10685,BRSK2
10686,BSN
10687,BSND
10688,BSPRY
10689,BST1
10690,BTBD11
10691,BTBD16
10692,BTBD17
10693,BTBD18
10694,BTBD19
10695,BTBD6
10696,BTBD8
10697,BTBD9
10698,BTC
10699,BTD
10700,BTG4
10701,BTLA
10702,BTN1A1
10703,BTN3A1
10704,BTN3A3
10705,BTNL2
10706,BTNL3
10707,BTNL8
10708,BTRC
10709,BVES
10710,BX255925.3
10711,BX276092.9
10712,C10orf113
10713,C10orf120
10714,C10orf142
10715,C10orf53
10716,C10orf55
10717,C10orf62
10718,C10orf67
10719,C10orf71
10720,C10orf82
10721,C10orf90
10722,C10orf95
10723,C11orf16
10724,C11orf21
10725,C11orf42
10726,C11orf45
10727,C11orf52
10728,C11orf53
10729,C11orf58
10730,C11orf65
10731,C11orf87
10732,C11orf88
10733,C11orf91
10734,C11orf96
10735,C11orf97
10736,C12orf10
10737,C12orf40
10738,C12orf42
10739,C12orf50
10740,C12orf54
10741,C12orf56
10742,C12orf66
10743,C12orf71
10744,C12orf76
10745,C13orf42
10746,C13orf46
10747,C14orf132
10748,C14orf28
10749,C14orf39
10750,C15orf48
10751,C16orf46
10752,C16orf54
10753,C16orf71
10754,C16orf78
10755,C16orf82
10756,C16orf86
10757,C16orf89
10758,C16orf90
10759,C16orf92
10760,C16orf95
10761,C16orf96
10762,C17orf100
10763,C17orf107
10764,C17orf113
10765,C17orf50
10766,C17orf64
10767,C17orf67
10768,C17orf78
10769,C17orf97
10770,C17orf98
10771,C18orf21
10772,C18orf54
10773,C18orf63
10774,C19orf18
10775,C19orf33
10776,C19orf38
10777,C19orf44
10778,C19orf48
10779,C19orf53
10780,C19orf54
10781,C19orf57
10782,C19orf67
10783,C19orf71
10784,C19orf81
10785,C19orf84
10786,C19orf85
10787,C1GALT1C1L
10788,C1QA
10789,C1QB
10790,C1QC
10791,C1QL3
10792,C1QTNF1
10793,C1QTNF12
10794,C1QTNF2
10795,C1QTNF3
10796,C1QTNF5
10797,C1QTNF6
10798,C1QTNF7
10799,C1QTNF8
10800,C1R
10801,C1S
10802,C1orf100
10803,C1orf105
10804,C1orf115
10805,C1orf116
10806,C1orf122
10807,C1orf127
10808,C1orf141
10809,C1orf146
10810,C1orf158
10811,C1orf162
10812,C1orf167
10813,C1orf185
10814,C1orf194
10815,C1orf21
10816,C1orf226
10817,C1orf53
10818,C1orf54
10819,C1orf61
10820,C1orf68
10821,C1orf74
10822,C1orf87
10823,C1orf94
10824,C20orf173
10825,C20orf194
10826,C20orf204
10827,C20orf85
10828,C20orf96
10829,C21orf58
10830,C21orf62
10831,C22orf15
10832,C22orf23
10833,C22orf31
10834,C22orf42
10835,C2CD4A
10836,C2CD4B
10837,C2CD4C
10838,C2CD4D
10839,C2CD5
10840,C2CD6
10841,C2orf15
10842,C2orf16
10843,C2orf66
10844,C2orf73
10845,C2orf74
10846,C2orf78
10847,C2orf80
10848,C2orf81
10849,C2orf83
10850,C2orf91
10851,C2orf92
10852,C3
10853,C3AR1
10854,C3orf18
10855,C3orf20
10856,C3orf22
10857,C3orf49
10858,C3orf52
10859,C3orf56
10860,C3orf62
10861,C3orf67
10862,C3orf70
10863,C3orf80
10864,C3orf84
10865,C4BPA
10866,C4BPB
10867,C4orf17
10868,C4orf19
10869,C4orf45
10870,C4orf47
10871,C4orf50
10872,C4orf51
10873,C4orf54
10874,C5
10875,C5AR1
10876,C5AR2
10877,C5orf34
10878,C5orf47
10879,C5orf49
10880,C5orf52
10881,C5orf63
10882,C5orf67
10883,C6
10884,C6orf118
10885,C6orf132
10886,C6orf136
10887,C6orf141
10888,C6orf163
10889,C6orf223
10890,C6orf226
10891,C6orf52
10892,C6orf58
10893,C6orf62
10894,C7
10895,C7orf25
10896,C7orf26
10897,C7orf31
10898,C7orf33
10899,C7orf57
10900,C7orf61
10901,C7orf77
10902,C7orf78
10903,C8A
10904,C8B
10905,C8G
10906,C8orf34
10907,C8orf37
10908,C8orf48
10909,C8orf58
10910,C8orf74
10911,C8orf82
10912,C8orf86
10913,C8orf88
10914,C8orf90
10915,C9
10916,C9orf116
10917,C9orf131
10918,C9orf135
10919,C9orf152
10920,C9orf24
10921,C9orf40
10922,C9orf43
10923,C9orf50
10924,C9orf57
10925,C9orf72
10926,C9orf85
10927,CA1
10928,CA10
10929,CA12
10930,CA13
10931,CA14
10932,CA2
10933,CA3
10934,CA4
10935,CA5B
10936,CA6
10937,CA7
10938,CA9
10939,CABCOCO1
10940,CABLES1
10941,CABLES2
10942,CABP1
10943,CABP2
10944,CABP4
10945,CABP5
10946,CABP7
10947,CABS1
10948,CABYR
10949,CACFD1
10950,CACHD1
10951,CACNA1A
10952,CACNA1B
10953,CACNA1C
10954,CACNA1D
10955,CACNA1E
10956,CACNA1F
10957,CACNA1G
10958,CACNA1H
10959,CACNA1I
10960,CACNA1S
10961,CACNA2D1
10962,CACNA2D2
10963,CACNA2D3
10964,CACNA2D4
10965,CACNB1
10966,CACNB2
10967,CACNB4
10968,CACNG1
10969,CACNG2
10970,CACNG3
10971,CACNG4
10972,CACNG5
10973,CACNG6
10974,CACNG7
10975,CACNG8
10976,CADM1
10977,CADM2
10978,CADM3
10979,CADPS
10980,CADPS2
10981,CAGE1
10982,CALB2
10983,CALCA
10984,CALCB
10985,CALCR
10986,CALCRL
10987,CALD1
10988,CALHM1
10989,CALHM2
10990,CALHM3
10991,CALHM4
10992,CALHM5
10993,CALHM6
10994,CALML3
10995,CALML5
10996,CALML6
10997,CALN1
10998,CALR3
10999,CALY
11000,CAMK1D
11001,CAMK1G
11002,CAMK2A
11003,CAMK2B
11004,CAMK2D
11005,CAMK2N2
11006,CAMK4
11007,CAMKK1
11008,CAMKV
11009,CAMP
11010,CAMSAP2
11011,CAMSAP3
11012,CAND2
11013,CAP2
11014,CAPN11
11015,CAPN12
11016,CAPN13
11017,CAPN14
11018,CAPN3
11019,CAPN5
11020,CAPN6
11021,CAPN8
11022,CAPN9
11023,CAPNS2
11024,CAPRIN2
11025,CAPS
11026,CAPS2
11027,CAPSL
11028,CAPZA3
11029,CARD10
11030,CARD14
11031,CARD18
11032,CARD19
11033,CARD6
11034,CARMIL2
11035,CARMIL3
11036,CARNMT1
11037,CARNS1
11038,CARS1
11039,CARTPT
11040,CASC1
11041,CASD1
11042,CASK
11043,CASKIN1
11044,CASKIN2
11045,CASP1
11046,CASP14
11047,CASP4
11048,CASP5
11049,CASQ1
11050,CASQ2
11051,CASR
11052,CASTOR1
11053,CASTOR3
11054,CATIP
11055,CATSPER1
11056,CATSPER2
11057,CATSPER3
11058,CATSPER4
11059,CATSPERB
11060,CATSPERD
11061,CATSPERE
11062,CATSPERG
11063,CATSPERZ
11064,CAV1
11065,CAV3
11066,CAVIN2
11067,CAVIN3
11068,CAVIN4
11069,CBARP
11070,CBLB
11071,CBLC
11072,CBLIF
11073,CBLN2
11074,CBLN3
11075,CBLN4
11076,CBR3
11077,CBX7
11078,CBY2
11079,CBY3
11080,CC2D2A
11081,CC2D2B
11082,CCBE1
11083,CCDC102A
11084,CCDC102B
11085,CCDC105
11086,CCDC110
11087,CCDC113
11088,CCDC114
11089,CCDC120
11090,CCDC121
11091,CCDC134
11092,CCDC138
11093,CCDC141
11094,CCDC142
11095,CCDC146
11096,CCDC148
11097,CCDC149
11098,CCDC15
11099,CCDC151
11100,CCDC152
11101,CCDC153
11102,CCDC154
11103,CCDC155
11104,CCDC157
11105,CCDC158
11106,CCDC159
11107,CCDC168
11108,CCDC169
11109,CCDC170
11110,CCDC171
11111,CCDC172
11112,CCDC173
11113,CCDC175
11114,CCDC177
11115,CCDC178
11116,CCDC18
11117,CCDC180
11118,CCDC181
11119,CCDC182
11120,CCDC183
11121,CCDC184
11122,CCDC185
11123,CCDC186
11124,CCDC187
11125,CCDC188
11126,CCDC189
11127,CCDC190
11128,CCDC191
11129,CCDC192
11130,CCDC195
11131,CCDC196
11132,CCDC198
11133,CCDC201
11134,CCDC24
11135,CCDC27
11136,CCDC3
11137,CCDC30
11138,CCDC33
11139,CCDC34
11140,CCDC36
11141,CCDC38
11142,CCDC39
11143,CCDC40
11144,CCDC42
11145,CCDC54
11146,CCDC60
11147,CCDC62
11148,CCDC63
11149,CCDC65
11150,CCDC68
11151,CCDC7
11152,CCDC70
11153,CCDC71
11154,CCDC73
11155,CCDC80
11156,CCDC81
11157,CCDC83
11158,CCDC85A
11159,CCDC87
11160,CCDC89
11161,CCDC96
11162,CCDC97
11163,CCDC9B
11164,CCER1
11165,CCER2
11166,CCIN
11167,CCKAR
11168,CCKBR
11169,CCL14
11170,CCL16
11171,CCL17
11172,CCL19
11173,CCL2
11174,CCL21
11175,CCL22
11176,CCL24
11177,CCL27
11178,CCL28
11179,CCL5
