,0
1687,CSDE1
1688,CSE1L
1689,CSH2
1690,CSK
1691,CSKMT
1692,CSMD1
1693,CSNK1A1
1694,CSNK1D
1695,CSNK1E
1696,CSNK1G1
1697,CSNK1G2
1698,CSNK1G3
1699,CSNK2A1
1700,CSNK2A2
1701,CSNK2B
1702,CSPP1
1703,CSRNP1
1704,CSRNP2
1705,CSRNP3
1706,CSRP1
1707,CST3
1708,CSTB
1709,CSTF1
1710,CSTF2
1711,CSTF2T
1712,CSTF3
1713,CT45A5
1714,CTAG2
1715,CTBP1
1716,CTBP2
1717,CTBS
1718,CTCF
1719,CTCFL
1720,CTDNEP1
1721,CTDP1
1722,CTDSP1
1723,CTDSP2
1724,CTDSPL
1725,CTDSPL2
1726,CTH
1727,CTNNA1
1728,CTNNAL1
1729,CTNNB1
1730,CTNNBIP1
1731,CTNNBL1
1732,CTNND1
1733,CTPS1
1734,CTPS2
1735,CTR9
1736,CTSA
1737,CTSB
1738,CTSC
1739,CTSD
1740,CTSF
1741,CTSH
1742,CTSL
1743,CTSS
1744,CTSV
1745,CTSZ
1746,CTTN
1747,CTU1
1748,CTU2
1749,CTXN1
1750,CUEDC2
1751,CUL1
1752,CUL2
1753,CUL3
1754,CUL4A
1755,CUL4B
1756,CUL5
1757,CUL7
1758,CUTA
1759,CUTC
1760,CUX1
1761,CUX2
1762,CWC15
1763,CWC22
1764,CWC25
1765,CWC27
1766,CWF19L1
1767,CWF19L2
1768,CXCL2
1769,CXCL3
1770,CXXC1
1771,CXXC4
1772,CXXC5
1773,CXorf38
1774,CXorf40A
1775,CXorf56
1776,CYB561
1777,CYB561A3
1778,CYB561D2
1779,CYB5A
1780,CYB5B
1781,CYB5D2
1782,CYB5R1
1783,CYB5R2
1784,CYB5R3
1785,CYB5R4
1786,CYB5RL
1787,CYBA
1788,CYBC1
1789,CYBRD1
1790,CYC1
1791,CYCS
1792,CYFIP1
1793,CYHR1
1794,CYP20A1
1795,CYP2A13
1796,CYP2R1
1797,CYP3A5
1798,CYP46A1
1799,CYP4F11
1800,CYP51A1
1801,CYREN
1802,CYS1
1803,CYSTM1
1804,CYTH1
1805,CYTH2
1806,CYTH3
1807,CZIB
1808,D2HGDH
1809,DAAM1
1810,DAB2
1811,DACH1
1812,DACH2
1813,DAD1
1814,DAG1
1815,DAGLB
1816,DALRD3
1817,DAP
1818,DAP3
1819,DAPK1
1820,DAPK3
1821,DAPL1
1822,DARS
1823,DARS2
1824,DAXX
1825,DAZAP1
1826,DAZAP2
1827,DBF4
1828,DBF4B
1829,DBI
1830,DBN1
1831,DBNDD2
1832,DBNL
1833,DBP
1834,DBR1
1835,DBT
1836,DBX1
1837,DBX2
1838,DCAF1
1839,DCAF10
1840,DCAF11
1841,DCAF12
1842,DCAF13
1843,DCAF15
1844,DCAF16
1845,DCAF17
1846,DCAF4
1847,DCAF4L2
1848,DCAF5
1849,DCAF6
1850,DCAF7
1851,DCAF8
1852,DCAKD
1853,DCBLD2
1854,DCK
1855,DCLRE1A
1856,DCLRE1B
1857,DCLRE1C
1858,DCP1A
1859,DCP2
1860,DCPS
1861,DCTD
1862,DCTN1
1863,DCTN2
1864,DCTN3
1865,DCTN4
1866,DCTN5
1867,DCTN6
1868,DCTPP1
1869,DCUN1D1
1870,DCUN1D2
1871,DCUN1D4
1872,DCUN1D5
1873,DCXR
1874,DDA1
1875,DDAH2
1876,DDB1
1877,DDB2
1878,DDHD1
1879,DDHD2
1880,DDI2
1881,DDIT3
1882,DDIT4
1883,DDN
1884,DDOST
1885,DDR1
1886,DDRGK1
1887,DDT
1888,DDX1
1889,DDX10
1890,DDX11
1891,DDX17
1892,DDX18
1893,DDX19A
1894,DDX19B
1895,DDX20
1896,DDX21
1897,DDX23
1898,DDX24
1899,DDX27
1900,DDX28
1901,DDX31
1902,DDX39A
1903,DDX39B
1904,DDX3X
1905,DDX41
1906,DDX42
1907,DDX46
1908,DDX47
1909,DDX49
1910,DDX5
1911,DDX50
1912,DDX51
1913,DDX52
1914,DDX54
1915,DDX55
1916,DDX56
1917,DDX59
1918,DDX6
1919,DEAF1
1920,DECR1
1921,DECR2
1922,DEDD
1923,DEDD2
1924,DEF6
1925,DEF8
1926,DEGS1
1927,DEK
1928,DELE1
1929,DENND10
1930,DENND1A
1931,DENND1B
1932,DENND2D
1933,DENND4A
1934,DENND4B
1935,DENND4C
1936,DENND5A
1937,DENR
1938,DEPDC1
1939,DEPDC1B
1940,DEPDC5
1941,DEPDC7
1942,DERA
1943,DERL1
1944,DERL2
1945,DERL3
1946,DES
1947,DESI1
1948,DESI2
1949,DEXI
1950,DFFA
1951,DFFB
1952,DGAT1
1953,DGCR2
1954,DGCR6L
1955,DGCR8
1956,DGKD
1957,DGKE
1958,DGKH
1959,DGKQ
1960,DGKZ
1961,DGLUCY
1962,DGUOK
1963,DHCR24
1964,DHCR7
1965,DHDDS
1966,DHFR
1967,DHODH
1968,DHPS
1969,DHRS1
1970,DHRS11
1971,DHRS12
1972,DHRS13
1973,DHRS2
1974,DHRS3
1975,DHRS4
1976,DHRS4L2
1977,DHRS7
1978,DHRS7B
1979,DHRSX
1980,DHTKD1
1981,DHX15
1982,DHX16
1983,DHX29
1984,DHX30
1985,DHX32
1986,DHX33
1987,DHX34
1988,DHX35
1989,DHX36
1990,DHX37
1991,DHX38
1992,DHX40
1993,DHX57
1994,DHX8
1995,DHX9
1996,DIABLO
1997,DIAPH1
1998,DIAPH3
1999,DICER1
2000,DIDO1
2001,DIMT1
2002,DIP2A
2003,DIP2B
2004,DIPK1B
2005,DIPK2A
2006,DIRAS1
2007,DIRAS3
2008,DIS3
2009,DIS3L
2010,DIS3L2
2011,DIXDC1
2012,DKC1
2013,DLAT
2014,DLC1
2015,DLD
2016,DLG1
2017,DLG5
2018,DLGAP4
2019,DLGAP5
2020,DLL3
2021,DLST
2022,DLX1
2023,DLX2
2024,DLX3
2025,DLX4
2026,DLX5
2027,DLX6
2028,DMAC1
2029,DMAC2
2030,DMAC2L
2031,DMAP1
2032,DMBX1
2033,DMC1
2034,DMD
2035,DMPK
2036,DMRT1
2037,DMRT2
2038,DMRT3
2039,DMRTA1
2040,DMRTA2
2041,DMRTB1
2042,DMRTC2
2043,DMTF1
2044,DMTN
2045,DMWD
2046,DMXL1
2047,DMXL2
2048,DNA2
2049,DNAAF2
2050,DNAAF3
2051,DNAH14
2052,DNAJA1
2053,DNAJA2
2054,DNAJA3
2055,DNAJB1
2056,DNAJB11
2057,DNAJB12
2058,DNAJB14
2059,DNAJB4
2060,DNAJB6
2061,DNAJB9
2062,DNAJC1
2063,DNAJC10
2064,DNAJC11
2065,DNAJC12
2066,DNAJC13
2067,DNAJC14
2068,DNAJC16
2069,DNAJC17
2070,DNAJC19
2071,DNAJC2
2072,DNAJC21
2073,DNAJC24
2074,DNAJC25
2075,DNAJC3
2076,DNAJC30
2077,DNAJC4
2078,DNAJC5
2079,DNAJC6
2080,DNAJC7
2081,DNAJC8
2082,DNAJC9
2083,DNAL1
2084,DNASE1L1
2085,DNASE2
2086,DNLZ
2087,DNM1
2088,DNM1L
2089,DNM2
2090,DNMT1
2091,DNMT3A
2092,DNMT3B
2093,DNPEP
2094,DNPH1
2095,DNTTIP1
2096,DNTTIP2
2097,DOCK11
2098,DOCK2
2099,DOCK6
2100,DOCK7
2101,DOCK8
2102,DOCK9
2103,DOHH
2104,DOK1
2105,DOK2
2106,DOK3
2107,DOK4
2108,DOLK
2109,DOLPP1
2110,DONSON
2111,DOT1L
2112,DPAGT1
2113,DPCD
2114,DPF1
2115,DPF2
2116,DPF3
2117,DPH1
2118,DPH2
2119,DPH3
2120,DPH5
2121,DPH6
2122,DPH7
2123,DPM1
2124,DPM2
2125,DPM3
2126,DPP3
2127,DPP7
2128,DPP8
2129,DPP9
2130,DPPA2
2131,DPRX
2132,DPY19L1
2133,DPY19L2
2134,DPY19L3
2135,DPY19L4
2136,DPY30
2137,DPYSL2
2138,DR1
2139,DRAM1
2140,DRAM2
2141,DRAP1
2142,DRG1
2143,DRG2
2144,DRGX
2145,DROSHA
2146,DSC2
2147,DSCC1
2148,DSG2
2149,DSN1
2150,DST
2151,DSTN
2152,DSTYK
2153,DTD1
2154,DTD2
2155,DTL
2156,DTNBP1
2157,DTWD1
2158,DTWD2
2159,DTX2
2160,DTYMK
2161,DUS1L
2162,DUS2
2163,DUS3L
2164,DUS4L
2165,DUSP1
2166,DUSP10
2167,DUSP11
2168,DUSP12
2169,DUSP13
2170,DUSP14
2171,DUSP22
2172,DUSP23
2173,DUSP28
2174,DUSP3
2175,DUSP7
2176,DUSP9
2177,DUT
2178,DUXA
2179,DVL1
2180,DVL2
2181,DVL3
2182,DXO
2183,DYM
2184,DYNC1H1
2185,DYNC1I2
2186,DYNC1LI1
2187,DYNC1LI2
2188,DYNC2LI1
2189,DYNLL1
2190,DYNLL2
2191,DYNLRB1
2192,DYNLT1
2193,DYNLT3
2194,DYRK1A
2195,DYRK2
2196,DYRK3
2197,DYRK4
2198,DZIP1
2199,E2F1
2200,E2F2
2201,E2F3
2202,E2F4
2203,E2F5
2204,E2F6
2205,E2F7
2206,E2F8
2207,E4F1
2208,EAF1
2209,EAF2
2210,EAPP
2211,EARS2
2212,EBAG9
2213,EBF1
2214,EBF2
2215,EBF3
2216,EBF4
2217,EBNA1BP2
2218,EBP
2219,EBPL
2220,ECD
2221,ECE1
2222,ECE2
2223,ECH1
2224,ECHDC1
2225,ECHDC3
2226,ECHS1
2227,ECI1
2228,ECI2
2229,ECM1
2230,ECPAS
2231,ECSIT
2232,ECT2
2233,EDARADD
2234,EDC3
2235,EDC4
2236,EDEM1
2237,EDEM2
2238,EDEM3
2239,EDF1
2240,EEA1
2241,EED
2242,EEF1A1
2243,EEF1A2
2244,EEF1AKMT1
2245,EEF1AKMT2
2246,EEF1AKNMT
2247,EEF1B2
2248,EEF1D
2249,EEF1E1
2250,EEF1G
2251,EEF2
2252,EEF2K
2253,EEFSEC
2254,EFCAB11
2255,EFCAB14
2256,EFCAB2
2257,EFHD1
2258,EFHD2
2259,EFNA1
2260,EFNA3
2261,EFNA4
2262,EFNA5
2263,EFR3A
2264,EFTUD2
2265,EGFL7
2266,EGFL8
2267,EGLN1
2268,EGLN2
2269,EGLN3
2270,EGR1
2271,EGR2
2272,EGR3
2273,EGR4
2274,EHBP1
2275,EHBP1L1
2276,EHD1
2277,EHD4
2278,EHF
2279,EHMT1
2280,EHMT2
2281,EI24
2282,EID1
2283,EID2
2284,EID2B
2285,EIF1
2286,EIF1AD
2287,EIF1AX
2288,EIF1B
2289,EIF2A
2290,EIF2AK1
2291,EIF2AK2
2292,EIF2AK3
2293,EIF2AK4
2294,EIF2B1
2295,EIF2B2
2296,EIF2B3
2297,EIF2B4
2298,EIF2B5
2299,EIF2D
2300,EIF2S1
2301,EIF2S2
2302,EIF2S3
2303,EIF3A
2304,EIF3B
2305,EIF3C
2306,EIF3CL
2307,EIF3D
2308,EIF3E
2309,EIF3F
2310,EIF3G
2311,EIF3H
2312,EIF3I
2313,EIF3J
2314,EIF3K
2315,EIF3L
2316,EIF3M
2317,EIF4A1
2318,EIF4A2
2319,EIF4A3
2320,EIF4B
2321,EIF4E
2322,EIF4E2
2323,EIF4EBP1
2324,EIF4EBP2
2325,EIF4ENIF1
2326,EIF4G1
2327,EIF4G2
2328,EIF4G3
2329,EIF4H
2330,EIF5
2331,EIF5A
2332,EIF5A2
2333,EIF5AL1
2334,EIF5B
2335,EIF6
2336,EIPR1
2337,ELAC1
2338,ELAC2
2339,ELAVL1
2340,ELF1
2341,ELF2
2342,ELF3
2343,ELF4
2344,ELF5
2345,ELK1
2346,ELK3
2347,ELK4
2348,ELL
2349,ELL2
2350,ELMO1
2351,ELMO2
2352,ELMOD2
2353,ELMOD3
2354,ELMSAN1
2355,ELOA
2356,ELOB
2357,ELOF1
2358,ELOVL1
2359,ELOVL2
2360,ELOVL5
2361,ELOVL6
2362,ELP1
2363,ELP2
2364,ELP3
2365,ELP4
2366,ELP5
2367,ELP6
2368,EMC1
2369,EMC10
2370,EMC2
2371,EMC3
2372,EMC4
2373,EMC6
2374,EMC7
2375,EMC8
2376,EMC9
2377,EMD
2378,EME1
2379,EME2
2380,EMG1
2381,EMILIN2
2382,EML2
2383,EML3
2384,EML4
2385,EMP2
2386,EMP3
2387,EMX1
2388,EMX2
2389,EN1
2390,EN2
2391,ENDOD1
2392,ENDOG
2393,ENDOV
2394,ENGASE
2395,ENKD1
2396,ENO1
2397,ENO2
2398,ENO3
2399,ENOPH1
2400,ENOSF1
2401,ENOX2
2402,ENPP3
2403,ENSA
2404,ENTPD4
2405,ENTPD6
2406,ENTPD7
2407,ENTR1
2408,ENY2
2409,EOGT
2410,EOMES
2411,EP300
2412,EP400
2413,EPAS1
2414,EPB41
2415,EPB41L2
2416,EPB41L5
2417,EPC1
2418,EPC2
2419,EPCAM
2420,EPHB4
2421,EPHB6
2422,EPHX1
2423,EPHX2
2424,EPM2AIP1
2425,EPN1
2426,EPN2
2427,EPOP
2428,EPOR
2429,EPPK1
2430,EPRS
2431,EPS15
2432,EPS15L1
2433,EPS8L1
2434,EPS8L2
2435,ERAL1
2436,ERAP1
2437,ERBIN
2438,ERC1
2439,ERCC1
2440,ERCC2
2441,ERCC3
2442,ERCC4
2443,ERCC5
2444,ERCC6L2
2445,ERCC8
2446,ERF
2447,ERG
2448,ERG28
2449,ERGIC1
2450,ERGIC2
2451,ERGIC3
2452,ERH
2453,ERI1
2454,ERI2
2455,ERI3
2456,ERICH1
2457,ERLEC1
2458,ERLIN1
2459,ERLIN2
2460,ERMAP
2461,ERMARD
2462,ERMP1
2463,ERN1
2464,ERP29
2465,ERP44
2466,ERVW-1
2467,ESAM
2468,ESCO1
2469,ESCO2
2470,ESD
2471,ESF1
2472,ESPL1
2473,ESPN
2474,ESR1
2475,ESR2
2476,ESRRA
2477,ESRRB
2478,ESRRG
2479,ESS2
2480,ESX1
2481,ESYT1
2482,ESYT2
2483,ETAA1
2484,ETF1
2485,ETFA
2486,ETFB
2487,ETFDH
2488,ETFRF1
2489,ETHE1
2490,ETNK1
2491,ETNK2
2492,ETS1
2493,ETS2
2494,ETV1
2495,ETV2
2496,ETV3
2497,ETV3L
2498,ETV4
2499,ETV5
2500,ETV6
2501,ETV7
2502,EVA1B
2503,EVI5
2504,EVL
2505,EVX1
2506,EVX2
2507,EWSR1
2508,EXD3
2509,EXO1
2510,EXO5
2511,EXOC1
2512,EXOC2
2513,EXOC3
2514,EXOC4
2515,EXOC5
2516,EXOC6
2517,EXOC7
2518,EXOC8
2519,EXOG
2520,EXOSC1
2521,EXOSC10
2522,EXOSC2
2523,EXOSC3
2524,EXOSC4
2525,EXOSC5
2526,EXOSC6
2527,EXOSC7
2528,EXOSC8
2529,EXOSC9
2530,EXPH5
2531,EXT2
2532,EXTL2
2533,EXTL3
2534,EYA3
2535,EZH1
2536,EZH2
2537,EZR
2538,F11R
2539,F12
2540,F2R
2541,F2RL3
2542,F8A1
2543,FABP5
2544,FADD
2545,FADS1
2546,FADS2
2547,FADS3
2548,FAF1
2549,FAF2
2550,FAH
2551,FAHD1
2552,FAHD2A
2553,FAHD2B
2554,FAIM
2555,FAM104A
2556,FAM110A
2557,FAM111A
2558,FAM114A2
2559,FAM117B
2560,FAM118A
2561,FAM118B
2562,FAM120A
2563,FAM120AOS
2564,FAM120B
2565,FAM120C
2566,FAM122A
2567,FAM122B
2568,FAM124B
2569,FAM126A
2570,FAM126B
2571,FAM133B
2572,FAM135A
2573,FAM136A
2574,FAM13A
2575,FAM13B
2576,FAM156A
2577,FAM156B
2578,FAM160A2
2579,FAM161A
2580,FAM162A
2581,FAM168B
2582,FAM170A
2583,FAM171A1
2584,FAM171A2
2585,FAM174A
2586,FAM174C
2587,FAM184A
2588,FAM185A
2589,FAM189B
2590,FAM192A
2591,FAM193B
2592,FAM199X
2593,FAM204A
2594,FAM207A
2595,FAM20B
2596,FAM210A
2597,FAM210B
2598,FAM217B
2599,FAM219B
2600,FAM222B
2601,FAM229B
2602,FAM241A
2603,FAM241B
2604,FAM24B
2605,FAM32A
2606,FAM3A
2607,FAM3C
2608,FAM49B
2609,FAM50A
2610,FAM53B
2611,FAM53C
2612,FAM57B
2613,FAM72B
2614,FAM72C
2615,FAM72D
2616,FAM76A
2617,FAM76B
2618,FAM78A
2619,FAM83A
2620,FAM83D
2621,FAM83G
2622,FAM83H
2623,FAM89B
2624,FAM8A1
2625,FAM91A1
2626,FAM92A
2627,FAM98A
2628,FAM98B
2629,FAM98C
2630,FAN1
2631,FANCA
2632,FANCB
2633,FANCD2
2634,FANCE
2635,FANCF
2636,FANCG
2637,FANCI
2638,FANCL
2639,FANCM
2640,FAR1
2641,FAR2
2642,FARP1
2643,FARP2
2644,FARS2
2645,FARSA
2646,FARSB
2647,FASN
2648,FASTK
2649,FASTKD1
2650,FASTKD2
2651,FASTKD3
2652,FASTKD5
2653,FAT1
2654,FAXDC2
2655,FBF1
2656,FBH1
2657,FBL
2658,FBLIM1
2659,FBRSL1
2660,FBXL12
2661,FBXL13
2662,FBXL14
2663,FBXL15
2664,FBXL19
2665,FBXL20
2666,FBXL3
2667,FBXL4
2668,FBXL5
2669,FBXL8
2670,FBXO11
2671,FBXO17
2672,FBXO21
2673,FBXO22
2674,FBXO25
2675,FBXO27
2676,FBXO28
2677,FBXO3
2678,FBXO31
2679,FBXO33
2680,FBXO34
2681,FBXO38
2682,FBXO4
2683,FBXO41
2684,FBXO42
2685,FBXO44
2686,FBXO45
2687,FBXO46
2688,FBXO5
2689,FBXO6
2690,FBXO7
2691,FBXO8
2692,FBXO9
2693,FBXW11
2694,FBXW2
2695,FBXW4
2696,FBXW5
2697,FBXW7
2698,FBXW9
2699,FCER1G
2700,FCF1
2701,FCGR2A
2702,FCGR2C
2703,FCGRT
2704,FCHO1
2705,FCHSD1
2706,FDFT1
2707,FDPS
2708,FDX1
2709,FDX2
2710,FDXR
2711,FECH
2712,FEM1A
2713,FEM1B
2714,FEN1
2715,FERD3L
2716,FERMT2
2717,FERMT3
2718,FES
2719,FEV
2720,FEZ1
2721,FEZ2
2722,FEZF1
2723,FEZF2
2724,FGD4
2725,FGD6
2726,FGF13
2727,FGF2
2728,FGFR1
2729,FGFR1OP
2730,FGFR1OP2
2731,FGFR3
2732,FGFR4
2733,FGFRL1
2734,FGGY
2735,FH
2736,FHIT
2737,FHL2
2738,FHL3
2739,FHOD1
2740,FIBP
2741,FIGLA
2742,FIGNL1
2743,FIP1L1
2744,FIS1
2745,FIZ1
2746,FJX1
2747,FKBP11
2748,FKBP14
2749,FKBP15
2750,FKBP1A
2751,FKBP1B
2752,FKBP2
2753,FKBP3
2754,FKBP4
2755,FKBP5
2756,FKBP7
2757,FKBP8
2758,FKBP9
2759,FKBPL
2760,FKRP
2761,FLAD1
2762,FLCN
2763,FLI1
2764,FLII
2765,FLNA
2766,FLNB
2767,FLNC
2768,FLOT1
2769,FLOT2
2770,FLVCR1
2771,FLYWCH1
2772,FLYWCH2
2773,FMC1
2774,FMNL1
2775,FMNL3
2776,FMR1
2777,FMR1NB
2778,FN1
2779,FN3KRP
2780,FNBP1
2781,FNBP4
2782,FNDC10
2783,FNDC3A
2784,FNDC3B
2785,FNDC4
2786,FNIP1
2787,FNIP2
2788,FNTA
2789,FNTB
2790,FOLR3
2791,FOPNL
2792,FOS
2793,FOSB
2794,FOSL1
2795,FOSL2
2796,FOXA1
2797,FOXA2
2798,FOXA3
2799,FOXB1
2800,FOXB2
2801,FOXC1
2802,FOXC2
2803,FOXD1
2804,FOXD2
2805,FOXD3
2806,FOXD4
2807,FOXD4L1
2808,FOXE1
2809,FOXE3
2810,FOXF1
2811,FOXF2
2812,FOXG1
2813,FOXH1
2814,FOXI1
2815,FOXI2
2816,FOXI3
2817,FOXJ1
2818,FOXJ2
2819,FOXJ3
2820,FOXK1
2821,FOXK2
2822,FOXL1
2823,FOXL2
2824,FOXM1
2825,FOXN1
2826,FOXN2
2827,FOXN3
2828,FOXN4
2829,FOXO1
2830,FOXO3
2831,FOXO4
2832,FOXO6
2833,FOXP1
2834,FOXP2
2835,FOXP3
2836,FOXP4
2837,FOXQ1
2838,FOXR1
2839,FOXR2
2840,FOXRED1
2841,FOXRED2
2842,FOXS1
2843,FPGS
2844,FPGT
2845,FRA10AC1
2846,FRAT2
2847,FRG1
2848,FRG2
2849,FRMD4A
2850,FRMD8
2851,FRRS1
2852,FRYL
2853,FSCN1
2854,FSTL3
2855,FTH1
2856,FTL
2857,FTO
2858,FTSJ1
2859,FTSJ3
2860,FUBP1
2861,FUBP3
2862,FUCA1
2863,FUCA2
2864,FUNDC1
2865,FUNDC2
2866,FUOM
2867,FURIN
2868,FUS
2869,FUT1
2870,FUT10
2871,FUT11
2872,FUT8
2873,FXN
2874,FXR1
2875,FXR2
2876,FXYD5
2877,FYN
2878,FYTTD1
2879,FZD2
2880,FZD3
2881,FZD5
2882,FZR1
2883,G0S2
2884,G2E3
2885,G3BP1
2886,G3BP2
2887,G6PC3
2888,G6PD
2889,GAA
2890,GAB2
2891,GAB3
2892,GABARAP
2893,GABARAPL1
2894,GABARAPL2
2895,GABBR1
2896,GABPA
2897,GABPB1
2898,GABRE
2899,GABRG3
2900,GAD1
2901,GADD45A
2902,GADD45GIP1
2903,GAK
2904,GAL
2905,GALC
2906,GALE
2907,GALK1
2908,GALK2
2909,GALM
2910,GALNT1
2911,GALNT10
2912,GALNT11
2913,GALNT12
2914,GALNT2
2915,GALNT5
2916,GALNT6
2917,GALNT7
2918,GALT
2919,GAMT
2920,GAN
2921,GANAB
2922,GANC
2923,GAPDH
2924,GAPVD1
2925,GAR1
2926,GARS
2927,GART
2928,GAS2L1
2929,GAS6
2930,GAS8
2931,GATA1
2932,GATA2
2933,GATA3
2934,GATA4
2935,GATA5
2936,GATA6
2937,GATAD1
2938,GATAD2A
2939,GATAD2B
2940,GATC
2941,GATD1
2942,GBA
2943,GBA2
2944,GBE1
2945,GBF1
2946,GBGT1
2947,GBX1
2948,GBX2
2949,GCAT
2950,GCC1
2951,GCC2
2952,GCDH
2953,GCFC2
2954,GCHFR
2955,GCLC
2956,GCLM
2957,GCM1
2958,GCM2
2959,GCOM1
2960,GCSH
2961,GDA
2962,GDAP2
2963,GDE1
2964,GDF11
2965,GDF15
2966,GDI1
2967,GDI2
2968,GDPD5
2969,GEMIN2
2970,GEMIN4
2971,GEMIN5
2972,GEMIN6
2973,GEMIN7
2974,GEMIN8
2975,GEN1
2976,GET1
2977,GET3
2978,GET4
2979,GFER
2980,GFI1
2981,GFI1B
2982,GFM1
2983,GFM2
2984,GFOD1
2985,GFOD2
2986,GFPT1
2987,GGA1
2988,GGA2
2989,GGA3
2990,GGCT
2991,GGCX
2992,GGH
2993,GGNBP2
2994,GGPS1
2995,GGT1
2996,GHDC
2997,GHITM
2998,GID4
2999,GID8
3000,GIGYF1
3001,GIGYF2
3002,GINM1
3003,GINS1
3004,GINS2
3005,GINS3
3006,GINS4
3007,GIPC1
3008,GIPC3
3009,GIPR
3010,GIT1
3011,GIT2
3012,GJA3
3013,GJC1
3014,GK
3015,GK5
3016,GKAP1
3017,GLA
3018,GLB1
3019,GLB1L2
3020,GLCCI1
3021,GLCE
3022,GLE1
3023,GLG1
3024,GLI1
3025,GLI2
3026,GLI3
3027,GLI4
3028,GLIS1
3029,GLIS2
3030,GLIS3
3031,GLMN
3032,GLO1
3033,GLOD4
3034,GLRX
3035,GLRX2
3036,GLRX3
3037,GLRX5
3038,GLS
3039,GLT8D1
3040,GLTP
3041,GLUD1
3042,GLUD2
3043,GLUL
3044,GLYR1
3045,GM2A
3046,GMCL1
3047,GMDS
3048,GMEB1
3049,GMEB2
3050,GMFB
3051,GMFG
3052,GMIP
3053,GMNN
3054,GMPPA
3055,GMPPB
3056,GMPR
3057,GMPR2
3058,GMPS
3059,GNA11
3060,GNA13
3061,GNAI2
3062,GNAI3
3063,GNAQ
3064,GNAS
3065,GNB1
3066,GNB2
3067,GNB2L1
3068,GNB4
3069,GNE
3070,GNG10
3071,GNG12
3072,GNG5
3073,GNG7
3074,GNL1
3075,GNL2
3076,GNL3
3077,GNL3L
3078,GNPAT
3079,GNPDA1
3080,GNPDA2
3081,GNPNAT1
3082,GNPTAB
3083,GNPTG
3084,GNS
3085,GOLGA1
3086,GOLGA2
3087,GOLGA3
3088,GOLGA4
3089,GOLGA5
3090,GOLGA7
3091,GOLGA8A
3092,GOLGA8B
3093,GOLGB1
3094,GOLIM4
3095,GOLM1
3096,GOLPH3
3097,GOLPH3L
3098,GOLT1B
3099,GON4L
3100,GON7
3101,GOPC
3102,GORAB
3103,GORASP1
3104,GORASP2
3105,GOSR1
3106,GOSR2
3107,GOT1
3108,GOT2
3109,GP1BB
3110,GP6
3111,GPAA1
3112,GPANK1
3113,GPATCH1
3114,GPATCH11
3115,GPATCH2
3116,GPATCH2L
3117,GPATCH3
3118,GPATCH4
3119,GPATCH8
3120,GPBP1
3121,GPBP1L1
3122,GPCPD1
3123,GPD1L
3124,GPD2
3125,GPHN
3126,GPI
3127,GPKOW
3128,GPN1
3129,GPN2
3130,GPN3
3131,GPR107
3132,GPR108
3133,GPR137
3134,GPR156
3135,GPR160
3136,GPR180
3137,GPR61
3138,GPR68
3139,GPR89A
3140,GPR89B
3141,GPRC5C
3142,GPRIN1
3143,GPS1
3144,GPS2
3145,GPSM1
3146,GPSM2
3147,GPSM3
3148,GPT2
3149,GPX4
3150,GRAMD1A
3151,GRAMD4
3152,GRAP2
3153,GRB10
3154,GRB2
3155,GRHL1
3156,GRHL2
3157,GRHL3
3158,GRHPR
3159,GRID2
3160,GRINA
3161,GRIPAP1
3162,GRK2
3163,GRK3
3164,GRK6
3165,GRN
3166,GRPEL1
3167,GRPEL2
3168,GRSF1
3169,GRTP1
3170,GRWD1
3171,GSC
3172,GSC2
3173,GSDMA
3174,GSE1
3175,GSK3A
3176,GSK3B
3177,GSKIP
3178,GSN
3179,GSPT1
3180,GSR
3181,GSS
3182,GSTA4
3183,GSTCD
3184,GSTK1
3185,GSTM3
3186,GSTM4
3187,GSTO1
3188,GSTP1
3189,GSTZ1
3190,GSX1
3191,GSX2
3192,GTF2A1
3193,GTF2A2
3194,GTF2B
3195,GTF2E1
3196,GTF2E2
3197,GTF2F1
3198,GTF2F2
3199,GTF2H1
3200,GTF2H2
3201,GTF2H2C
3202,GTF2H3
3203,GTF2H4
3204,GTF2H5
3205,GTF2I
3206,GTF2IRD1
3207,GTF2IRD2
3208,GTF2IRD2B
3209,GTF3A
3210,GTF3C1
3211,GTF3C2
3212,GTF3C3
3213,GTF3C4
3214,GTF3C5
3215,GTF3C6
3216,GTPBP1
3217,GTPBP10
3218,GTPBP2
3219,GTPBP3
3220,GTPBP4
3221,GTPBP6
3222,GTPBP8
3223,GTSE1
3224,GTSF1
3225,GUCD1
3226,GUF1
3227,GUK1
3228,GULP1
3229,GUSB
3230,GXYLT1
3231,GYG1
3232,GYPA
3233,GYPB
3234,GYPC
3235,GYPE
3236,GYS1
3237,GZF1
3238,H1FX
3239,H2AFV
3240,H2AFX
3241,H2AFZ
3242,H3F3A
3243,H3F3B
3244,HACD2
3245,HACE1
3246,HACL1
3247,HADH
3248,HADHA
3249,HADHB
3250,HAGH
3251,HAGHL
3252,HAMP
3253,HAND1
3254,HAND2
3255,HAPLN2
3256,HARS
3257,HARS2
3258,HAT1
3259,HAUS1
3260,HAUS2
3261,HAUS3
3262,HAUS4
3263,HAUS5
3264,HAUS6
3265,HAUS7
3266,HAUS8
3267,HAX1
3268,HBA2
3269,HBD
3270,HBE1
3271,HBG1
3272,HBG2
3273,HBP1
3274,HBQ1
3275,HBS1L
3276,HBZ
