,0
3277,HCCS
3278,HCFC1
3279,HCFC1R1
3280,HCLS1
3281,HCRTR1
3282,HDAC1
3283,HDAC10
3284,HDAC2
3285,HDAC3
3286,HDAC5
3287,HDAC6
3288,HDAC7
3289,HDAC8
3290,HDAC9
3291,HDDC2
3292,HDDC3
3293,HDGF
3294,HDHD2
3295,HDHD3
3296,HDHD5
3297,HDLBP
3298,HDX
3299,HEATR1
3300,HEATR3
3301,HEATR5A
3302,HEATR5B
3303,HEBP1
3304,HEBP2
3305,HECTD1
3306,HECTD3
3307,HECTD4
3308,HECW1
3309,HELLS
3310,HELQ
3311,HELT
3312,HELZ
3313,HEMGN
3314,HEMK1
3315,HEPH
3316,HERC1
3317,HERC4
3318,HERPUD1
3319,HERPUD2
3320,HES1
3321,HES2
3322,HES3
3323,HES4
3324,HES5
3325,HES6
3326,HES7
3327,HESX1
3328,HEXA
3329,HEXB
3330,HEXD
3331,HEXIM1
3332,HEXIM2
3333,HEY1
3334,HEY2
3335,HEYL
3336,HGS
3337,HHEX
3338,HIBADH
3339,HIBCH
3340,HIC1
3341,HIC2
3342,HIF1A
3343,HIF1AN
3344,HIF3A
3345,HIGD1A
3346,HIGD2A
3347,HIKESHI
3348,HILPDA
3349,HINFP
3350,HINT1
3351,HINT2
3352,HINT3
3353,HIP1R
3354,HIPK1
3355,HIPK2
3356,HIPK3
3357,HIRA
3358,HIRIP3
3359,HIST1H1B
3360,HIST1H1C
3361,HIST1H1D
3362,HIST1H1E
3363,HIST1H2AA
3364,HIST1H2AB
3365,HIST1H2AC
3366,HIST1H2AD
3367,HIST1H2AE
3368,HIST1H2AG
3369,HIST1H2AH
3370,HIST1H2AI
3371,HIST1H2AK
3372,HIST1H2AL
3373,HIST1H2AM
3374,HIST1H2BA
3375,HIST1H2BB
3376,HIST1H2BC
3377,HIST1H2BD
3378,HIST1H2BE
3379,HIST1H2BF
3380,HIST1H2BG
3381,HIST1H2BH
3382,HIST1H2BJ
3383,HIST1H2BK
3384,HIST1H2BL
3385,HIST1H2BM
3386,HIST1H2BN
3387,HIST1H2BO
3388,HIST1H3A
3389,HIST1H3F
3390,HIST1H3H
3391,HIST1H3J
3392,HIST1H4A
3393,HIST1H4B
3394,HIST1H4C
3395,HIST1H4D
3396,HIST1H4E
3397,HIST1H4H
3398,HIST1H4I
3399,HIST1H4J
3400,HIST2H2AA3
3401,HIST2H2AB
3402,HIST2H2AC
3403,HIST2H2BE
3404,HIST2H2BF
3405,HIST2H3A
3406,HIST2H3D
3407,HIST2H4A
3408,HIST3H2A
3409,HIST3H2BB
3410,HIVEP1
3411,HIVEP2
3412,HIVEP3
3413,HJURP
3414,HK1
3415,HK2
3416,HLA-B
3417,HLA-C
3418,HLA-E
3419,HLCS
3420,HLF
3421,HLTF
3422,HLX
3423,HM13
3424,HMBOX1
3425,HMBS
3426,HMCES
3427,HMG20A
3428,HMG20B
3429,HMGA1
3430,HMGA2
3431,HMGB1
3432,HMGB2
3433,HMGB3
3434,HMGCL
3435,HMGCR
3436,HMGCS1
3437,HMGN1
3438,HMGN2
3439,HMGN3
3440,HMGN4
3441,HMGN5
3442,HMGXB3
3443,HMGXB4
3444,HMMR
3445,HMOX2
3446,HMX1
3447,HMX2
3448,HMX3
3449,HNF1A
3450,HNF1B
3451,HNF4A
3452,HNF4G
3453,HNRNPA0
3454,HNRNPA1
3455,HNRNPA1L2
3456,HNRNPA2B1
3457,HNRNPA3
3458,HNRNPAB
3459,HNRNPC
3460,HNRNPD
3461,HNRNPDL
3462,HNRNPF
3463,HNRNPH1
3464,HNRNPH2
3465,HNRNPH3
3466,HNRNPK
3467,HNRNPL
3468,HNRNPLL
3469,HNRNPM
3470,HNRNPR
3471,HNRNPU
3472,HNRNPUL1
3473,HNRNPUL2
3474,HOMER1
3475,HOMER3
3476,HOMEZ
3477,HOOK1
3478,HOOK2
3479,HOOK3
3480,HOXA1
3481,HOXA10
3482,HOXA11
3483,HOXA13
3484,HOXA2
3485,HOXA3
3486,HOXA4
3487,HOXA5
3488,HOXA6
3489,HOXA7
3490,HOXA9
3491,HOXB1
3492,HOXB13
3493,HOXB2
3494,HOXB3
3495,HOXB4
3496,HOXB5
3497,HOXB6
3498,HOXB7
3499,HOXB8
3500,HOXB9
3501,HOXC10
3502,HOXC11
3503,HOXC12
3504,HOXC13
3505,HOXC4
3506,HOXC5
3507,HOXC6
3508,HOXC8
3509,HOXC9
3510,HOXD1
3511,HOXD10
3512,HOXD11
3513,HOXD12
3514,HOXD13
3515,HOXD3
3516,HOXD4
3517,HOXD8
3518,HOXD9
3519,HP1BP3
3520,HPCAL1
3521,HPF1
3522,HPRT1
3523,HPS1
3524,HPS3
3525,HPS4
3526,HPS5
3527,HPS6
3528,HRAS
3529,HRC
3530,HRK
3531,HS2ST1
3532,HS3ST3A1
3533,HS3ST3B1
3534,HS6ST1
3535,HSBP1
3536,HSCB
3537,HSD11B1L
3538,HSD17B1
3539,HSD17B10
3540,HSD17B11
3541,HSD17B12
3542,HSD17B4
3543,HSD17B7
3544,HSD17B8
3545,HSD3B7
3546,HSDL1
3547,HSDL2
3548,HSF1
3549,HSF2
3550,HSF4
3551,HSF5
3552,HSFX1
3553,HSFY1
3554,HSP90AA1
3555,HSP90AB1
3556,HSP90B1
3557,HSPA13
3558,HSPA14
3559,HSPA1B
3560,HSPA4
3561,HSPA4L
3562,HSPA5
3563,HSPA8
3564,HSPA9
3565,HSPB1
3566,HSPB11
3567,HSPBP1
3568,HSPD1
3569,HSPE1
3570,HSPG2
3571,HSPH1
3572,HTATIP2
3573,HTATSF1
3574,HTRA2
3575,HTT
3576,HUS1
3577,HUWE1
3578,HYAL2
3579,HYAL3
3580,HYI
3581,HYLS1
3582,HYOU1
3583,HYPK
3584,IAH1
3585,IARS
3586,IARS2
3587,IBA57
3588,IBTK
3589,ICA1
3590,ICAM1
3591,ICAM2
3592,ICAM3
3593,ICAM4
3594,ICAM5
3595,ICE1
3596,ICK
3597,ICMT
3598,ID1
3599,ID2
3600,ID3
3601,IDE
3602,IDH1
3603,IDH2
3604,IDH3A
3605,IDH3B
3606,IDH3G
3607,IDI1
3608,IDS
3609,IDUA
3610,IER2
3611,IER3
3612,IER3IP1
3613,IER5
3614,IFI27L1
3615,IFI27L2
3616,IFI30
3617,IFI35
3618,IFITM1
3619,IFITM2
3620,IFITM3
3621,IFNAR1
3622,IFNAR2
3623,IFNGR1
3624,IFNGR2
3625,IFRD1
3626,IFRD2
3627,IFT172
3628,IFT20
3629,IFT27
3630,IFT43
3631,IFT46
3632,IFT52
3633,IFT57
3634,IFT80
3635,IFT81
3636,IFT88
3637,IGBP1
3638,IGDCC3
3639,IGF1
3640,IGF1R
3641,IGF2BP1
3642,IGF2BP2
3643,IGF2BP3
3644,IGF2R
3645,IGFBP2
3646,IGFBP4
3647,IGFLR1
3648,IGHMBP2
3649,IGSF3
3650,IGSF8
3651,IK
3652,IKBIP
3653,IKBKB
3654,IKBKE
3655,IKBKG
3656,IKZF1
3657,IKZF2
3658,IKZF3
3659,IKZF4
3660,IKZF5
3661,IL10RB
3662,IL13RA1
3663,IL15RA
3664,IL17RA
3665,IL17RC
3666,IL23A
3667,IL23R
3668,IL27RA
3669,IL6ST
3670,ILF2
3671,ILF3
3672,ILK
3673,ILKAP
3674,ILRUN
3675,ILVBL
3676,IMMP1L
3677,IMMP2L
3678,IMMT
3679,IMP3
3680,IMP4
3681,IMPA1
3682,IMPA2
3683,IMPACT
3684,IMPAD1
3685,IMPDH1
3686,IMPDH2
3687,INCENP
3688,INF2
3689,ING1
3690,ING2
3691,ING3
3692,ING4
3693,ING5
3694,INHBE
3695,INIP
3696,INKA2
3697,INO80
3698,INO80B
3699,INO80C
3700,INO80D
3701,INO80E
3702,INPP1
3703,INPP4A
3704,INPP5A
3705,INPP5B
3706,INPP5E
3707,INPP5F
3708,INPP5K
3709,INPPL1
3710,INSIG1
3711,INSIG2
3712,INSM1
3713,INSM2
3714,INSR
3715,INTS1
3716,INTS10
3717,INTS11
3718,INTS12
3719,INTS13
3720,INTS14
3721,INTS2
3722,INTS3
3723,INTS4
3724,INTS5
3725,INTS6
3726,INTS7
3727,INTS8
3728,INTS9
3729,INTU
3730,INVS
3731,IP6K1
3732,IP6K2
3733,IPO11
3734,IPO13
3735,IPO4
3736,IPO5
3737,IPO7
3738,IPO8
3739,IPO9
3740,IPP
3741,IPPK
3742,IQCB1
3743,IQCC
3744,IQCE
3745,IQGAP1
3746,IQGAP2
3747,IQGAP3
3748,IQSEC1
3749,IQSEC2
3750,IRAK1
3751,IRAK4
3752,IREB2
3753,IRF1
3754,IRF2
3755,IRF2BP1
3756,IRF2BP2
3757,IRF2BPL
3758,IRF3
3759,IRF4
3760,IRF5
3761,IRF6
3762,IRF7
3763,IRF8
3764,IRF9
3765,IRGQ
3766,IRX1
3767,IRX2
3768,IRX3
3769,IRX4
3770,IRX5
3771,IRX6
3772,ISCA1
3773,ISCA2
3774,ISCU
3775,ISG15
3776,ISG20L2
3777,ISL1
3778,ISL2
3779,ISOC1
3780,ISOC2
3781,IST1
3782,ISX
3783,ISY1
3784,ISYNA1
3785,ITCH
3786,ITFG1
3787,ITFG2
3788,ITGA2B
3789,ITGA5
3790,ITGAE
3791,ITGAV
3792,ITGB1
3793,ITGB1BP1
3794,ITGB3BP
3795,ITGB5
3796,ITM2A
3797,ITM2B
3798,ITM2C
3799,ITPA
3800,ITPK1
3801,ITPKA
3802,ITPKC
3803,ITPR1
3804,ITPR2
3805,ITPR3
3806,ITPRID2
3807,ITPRIP
3808,ITSN1
3809,ITSN2
3810,IVNS1ABP
3811,IWS1
3812,JAG2
3813,JAGN1
3814,JAK1
3815,JAK2
3816,JARID2
3817,JAZF1
3818,JDP2
3819,JKAMP
3820,JMJD1C
3821,JMJD4
3822,JMJD6
3823,JMJD8
3824,JMY
3825,JOSD1
3826,JOSD2
3827,JPH3
3828,JPT1
3829,JPT2
3830,JRK
3831,JRKL
3832,JTB
3833,JUN
3834,JUNB
3835,JUND
3836,JUP
3837,KALRN
3838,KANK2
3839,KANSL1
3840,KANSL2
3841,KANSL3
3842,KARS
3843,KAT2A
3844,KAT2B
3845,KAT5
3846,KAT6A
3847,KAT6B
3848,KAT7
3849,KAT8
3850,KATNA1
3851,KATNAL1
3852,KATNB1
3853,KATNBL1
3854,KAZALD1
3855,KBTBD2
3856,KBTBD6
3857,KCMF1
3858,KCNA10
3859,KCNE3
3860,KCNH2
3861,KCNIP3
3862,KCNK5
3863,KCNMB3
3864,KCNN4
3865,KCTD10
3866,KCTD13
3867,KCTD15
3868,KCTD2
3869,KCTD20
3870,KCTD3
3871,KCTD5
3872,KCTD6
3873,KCTD9
3874,KDELR1
3875,KDELR2
3876,KDELR3
3877,KDM1A
3878,KDM1B
3879,KDM2A
3880,KDM2B
3881,KDM3A
3882,KDM3B
3883,KDM4A
3884,KDM4B
3885,KDM4C
3886,KDM5A
3887,KDM5B
3888,KDM5C
3889,KDM6A
3890,KDM8
3891,KDSR
3892,KEAP1
3893,KEL
3894,KHDC1
3895,KHDC4
3896,KHDRBS1
3897,KHK
3898,KHNYN
3899,KHSRP
3900,KIAA0100
3901,KIAA0232
3902,KIAA0319L
3903,KIAA0355
3904,KIAA0513
3905,KIAA0586
3906,KIAA0895L
3907,KIAA1109
3908,KIAA1143
3909,KIAA1191
3910,KIAA1324L
3911,KIAA1522
3912,KIAA1586
3913,KIAA1958
3914,KIAA2013
3915,KIDINS220
3916,KIF11
3917,KIF13A
3918,KIF14
3919,KIF15
3920,KIF16B
3921,KIF18A
3922,KIF18B
3923,KIF1A
3924,KIF1B
3925,KIF1C
3926,KIF20A
3927,KIF20B
3928,KIF21A
3929,KIF22
3930,KIF23
3931,KIF2A
3932,KIF2C
3933,KIF3A
3934,KIF3B
3935,KIF4A
3936,KIF5B
3937,KIF9
3938,KIFAP3
3939,KIFC1
3940,KIFC2
3941,KIFC3
3942,KIN
3943,KISS1R
3944,KIT
3945,KLC1
3946,KLC2
3947,KLC4
3948,KLF1
3949,KLF10
3950,KLF11
3951,KLF12
3952,KLF13
3953,KLF14
3954,KLF15
3955,KLF16
3956,KLF17
3957,KLF2
3958,KLF3
3959,KLF4
3960,KLF5
3961,KLF6
3962,KLF7
3963,KLF8
3964,KLF9
3965,KLHDC10
3966,KLHDC2
3967,KLHDC3
3968,KLHDC4
3969,KLHDC8B
3970,KLHL11
3971,KLHL12
3972,KLHL17
3973,KLHL18
3974,KLHL20
3975,KLHL21
3976,KLHL22
3977,KLHL23
3978,KLHL24
3979,KLHL36
3980,KLHL42
3981,KLHL5
3982,KLHL7
3983,KLHL8
3984,KMT2A
3985,KMT2B
3986,KMT2C
3987,KMT2D
3988,KMT2E
3989,KNL1
3990,KNOP1
3991,KNSTRN
3992,KNTC1
3993,KPNA1
3994,KPNA2
3995,KPNA3
3996,KPNA4
3997,KPNA5
3998,KPNA6
3999,KPNB1
4000,KPTN
4001,KRAS
4002,KRCC1
4003,KREMEN2
4004,KRI1
4005,KRIT1
4006,KRR1
4007,KRT10
4008,KRT17
4009,KRT18
4010,KRT19
4011,KRT8
4012,KRTAP4-2
4013,KRTCAP2
4014,KSR1
4015,KSR2
4016,KTI12
4017,KTN1
4018,KXD1
4019,KYAT3
4020,L2HGDH
4021,L3HYPDH
4022,L3MBTL1
4023,L3MBTL2
4024,L3MBTL3
4025,L3MBTL4
4026,LACTB
4027,LACTB2
4028,LAGE3
4029,LAMA5
4030,LAMB1
4031,LAMB2
4032,LAMP1
4033,LAMP2
4034,LAMTOR1
4035,LAMTOR2
4036,LAMTOR3
4037,LAMTOR4
4038,LAMTOR5
4039,LANCL1
4040,LANCL2
4041,LAP3
4042,LAPTM4A
4043,LAPTM4B
4044,LAPTM5
4045,LARP1
4046,LARP1B
4047,LARP4
4048,LARP4B
4049,LARP7
4050,LARS
4051,LARS2
4052,LAS1L
4053,LASP1
4054,LATS1
4055,LBH
4056,LBR
4057,LBX1
4058,LBX2
4059,LCE1C
4060,LCE1E
4061,LCLAT1
4062,LCMT1
4063,LCMT2
4064,LCN10
4065,LCOR
4066,LCORL
4067,LCP1
4068,LCP2
4069,LDB1
4070,LDHA
4071,LDHB
4072,LDLR
4073,LDLRAP1
4074,LEF1
4075,LEMD2
4076,LEMD3
4077,LENG1
4078,LENG8
4079,LEO1
4080,LEPR
4081,LEPROT
4082,LEPROTL1
4083,LETM1
4084,LETMD1
4085,LEUTX
4086,LGALS1
4087,LGALS8
4088,LGALSL
4089,LGMN
4090,LGR4
4091,LHPP
4092,LHX1
4093,LHX2
4094,LHX3
4095,LHX4
4096,LHX5
4097,LHX6
4098,LHX8
4099,LHX9
4100,LIAS
4101,LIG1
4102,LIG3
4103,LIG4
4104,LIMA1
4105,LIMD1
4106,LIMD2
4107,LIME1
4108,LIMK1
4109,LIMK2
4110,LIMS1
4111,LIN28A
4112,LIN28B
4113,LIN37
4114,LIN52
4115,LIN54
4116,LIN7B
4117,LIN7C
4118,LIN9
4119,LIPH
4120,LIPT1
4121,LITAF
4122,LIX1L
4123,LLGL1
4124,LLGL2
4125,LLPH
4126,LMAN1
4127,LMAN2
4128,LMAN2L
4129,LMBR1
4130,LMBR1L
4131,LMBRD1
4132,LMBRD2
4133,LMF2
4134,LMNA
4135,LMNB1
4136,LMNB2
4137,LMO2
4138,LMO4
4139,LMX1A
4140,LMX1B
4141,LNPEP
4142,LNPK
4143,LONP1
4144,LONP2
4145,LONRF3
4146,LOXHD1
4147,LPA
4148,LPCAT1
4149,LPCAT2
4150,LPCAT3
4151,LPCAT4
4152,LPGAT1
4153,LPIN1
4154,LPIN2
4155,LPL
4156,LRBA
4157,LRCH3
4158,LRCH4
4159,LRFN1
4160,LRFN4
4161,LRG1
4162,LRIF1
4163,LRIG2
4164,LRMDA
4165,LRP10
4166,LRP12
4167,LRP5
4168,LRP6
4169,LRP8
4170,LRPAP1
4171,LRPPRC
4172,LRR1
4173,LRRC14
4174,LRRC20
4175,LRRC23
4176,LRRC37A3
4177,LRRC37B
4178,LRRC40
4179,LRRC41
4180,LRRC45
4181,LRRC47
4182,LRRC57
4183,LRRC59
4184,LRRC61
4185,LRRC8A
4186,LRRC8B
4187,LRRC8C
4188,LRRC8D
4189,LRRCC1
4190,LRRFIP1
4191,LRRFIP2
4192,LRSAM1
4193,LRWD1
4194,LSG1
4195,LSM1
4196,LSM10
4197,LSM11
4198,LSM12
4199,LSM14A
4200,LSM14B
4201,LSM2
4202,LSM3
4203,LSM4
4204,LSM5
4205,LSM6
4206,LSM7
4207,LSR
4208,LSS
4209,LST1
4210,LTA4H
4211,LTB
4212,LTB4R
4213,LTB4R2
4214,LTBP1
4215,LTBP3
4216,LTBP4
4217,LTBR
4218,LTF
4219,LTN1
4220,LTO1
4221,LTV1
4222,LUC7L
4223,LUC7L2
4224,LUC7L3
4225,LURAP1
4226,LUZP1
4227,LY6E
4228,LYAR
4229,LYL1
4230,LYN
4231,LYPLA1
4232,LYPLA2
4233,LYPLAL1
4234,LYRM1
4235,LYRM2
4236,LYRM4
4237,LYRM7
4238,LYSMD3
4239,LYZ
4240,LZIC
4241,LZTFL1
4242,LZTR1
4243,LZTS2
4244,M6PR
4245,MACC1
4246,MACF1
4247,MACO1
4248,MACROD1
4249,MAD1L1
4250,MAD2L1
4251,MAD2L1BP
4252,MAD2L2
4253,MADD
4254,MAEA
4255,MAF
4256,MAF1
4257,MAFA
4258,MAFB
4259,MAFF
4260,MAFG
4261,MAFK
4262,MAGEA1
4263,MAGEA12
4264,MAGEA2
4265,MAGEA3
4266,MAGEA6
4267,MAGEA9B
4268,MAGEB1
4269,MAGEB2
4270,MAGEC1
4271,MAGEC2
4272,MAGED1
4273,MAGED2
4274,MAGEF1
4275,MAGEH1
4276,MAGI1
4277,MAGI3
4278,MAGOH
4279,MAGOHB
4280,MAGT1
4281,MAIP1
4282,MAK16
4283,MALSU1
4284,MAML1
4285,MAML2
4286,MAN1A1
4287,MAN1A2
4288,MAN1B1
4289,MAN2A1
4290,MAN2A2
4291,MAN2B1
4292,MAN2C1
4293,MANBA
4294,MANBAL
4295,MANEA
4296,MANEAL
4297,MANF
4298,MAOA
4299,MAP1A
4300,MAP1B
4301,MAP1LC3B
4302,MAP1S
4303,MAP2K1
4304,MAP2K2
4305,MAP2K3
4306,MAP2K4
4307,MAP2K5
4308,MAP2K6
4309,MAP2K7
4310,MAP3K1
4311,MAP3K11
4312,MAP3K12
4313,MAP3K2
4314,MAP3K3
4315,MAP3K4
4316,MAP3K5
4317,MAP3K6
4318,MAP3K7
4319,MAP3K8
4320,MAP4
4321,MAP4K1
4322,MAP4K2
4323,MAP4K3
4324,MAP4K4
4325,MAP4K5
4326,MAP7D1
4327,MAP7D3
4328,MAPK1
4329,MAPK11
4330,MAPK12
4331,MAPK14
4332,MAPK1IP1L
4333,MAPK3
4334,MAPK6
4335,MAPK8
4336,MAPK8IP3
4337,MAPK9
4338,MAPKAP1
4339,MAPKAPK2
4340,MAPKAPK3
4341,MAPKAPK5
4342,MAPRE1
4343,MAPRE2
4344,MAPRE3
4345,MAPT
4346,MARCH3
4347,MARCH5
4348,MARCH6
4349,MARCH7
4350,MARCH8
4351,MARCH9
4352,MARCKSL1
4353,MARK2
4354,MARK3
4355,MARK4
4356,MARS
4357,MARS2
4358,MAST1
4359,MAST2
4360,MAST4
4361,MASTL
4362,MAT2A
4363,MAT2B
4364,MATK
4365,MATR3
4366,MAU2
4367,MAVS
4368,MAX
4369,MAZ
4370,MBD1
4371,MBD2
4372,MBD3
4373,MBD4
4374,MBD5
4375,MBD6
4376,MBIP
4377,MBLAC2
4378,MBNL1
4379,MBNL2
4380,MBOAT1
4381,MBOAT2
4382,MBOAT7
4383,MBTD1
4384,MBTPS1
4385,MBTPS2
4386,MCAM
4387,MCAT
4388,MCCC1
4389,MCCC2
4390,MCEE
4391,MCFD2
4392,MCL1
4393,MCM10
4394,MCM2
4395,MCM3
4396,MCM3AP
4397,MCM4
4398,MCM5
4399,MCM6
4400,MCM7
4401,MCM8
4402,MCM9
4403,MCMBP
4404,MCOLN1
4405,MCPH1
4406,MCRIP1
4407,MCRIP2
4408,MCRS1
4409,MCTS1
4410,MCU
4411,MCUB
4412,MCUR1
4413,MDC1
4414,MDH1
4415,MDH2
4416,MDK
4417,MDM1
4418,MDM2
4419,MDM4
4420,MDN1
4421,MDP1
4422,ME1
4423,ME2
4424,MEA1
4425,MEAF6
4426,MECOM
4427,MECP2
4428,MECR
4429,MED1
4430,MED10
4431,MED11
4432,MED12
4433,MED13
4434,MED13L
4435,MED14
4436,MED15
4437,MED16
4438,MED17
4439,MED18
4440,MED19
4441,MED20
4442,MED21
4443,MED22
4444,MED23
4445,MED24
4446,MED25
4447,MED26
4448,MED27
4449,MED28
4450,MED29
4451,MED30
4452,MED31
4453,MED4
4454,MED6
4455,MED7
4456,MED8
4457,MED9
4458,MEF2A
4459,MEF2B
4460,MEF2C
4461,MEF2D
4462,MEGF10
4463,MEGF6
4464,MEGF8
4465,MEIOB
4466,MEIS1
4467,MEIS2
4468,MEIS3
4469,MELK
4470,MEMO1
4471,MEN1
4472,MEOX1
4473,MEOX2
4474,MEPCE
4475,MESD
4476,MESP1
4477,MESP2
4478,MEST
4479,METAP1
4480,METAP1D
4481,METAP2
4482,METRN
4483,METRNL
4484,METTL1
4485,METTL14
4486,METTL15
4487,METTL16
4488,METTL17
4489,METTL18
4490,METTL21A
4491,METTL22
4492,METTL23
4493,METTL2A
4494,METTL2B
4495,METTL3
4496,METTL4
4497,METTL5
4498,METTL6
4499,METTL7A
4500,METTL8
4501,METTL9
4502,MEX3A
4503,MEX3B
4504,MEX3C
4505,MEX3D
4506,MFAP1
4507,MFAP3
4508,MFF
4509,MFGE8
4510,MFHAS1
4511,MFN1
4512,MFN2
4513,MFSD1
4514,MFSD10
4515,MFSD11
4516,MFSD12
4517,MFSD2B
4518,MFSD3
4519,MFSD4B
4520,MFSD5
4521,MFSD6
4522,MFSD8
4523,MFSD9
4524,MGA
4525,MGAT1
4526,MGAT2
4527,MGAT3
4528,MGAT4B
4529,MGAT5
4530,MGME1
4531,MGRN1
4532,MGST1
4533,MGST2
4534,MGST3
4535,MIA2
4536,MIA3
4537,MIB1
4538,MIB2
4539,MICA
4540,MICAL1
4541,MICAL2
4542,MICAL3
4543,MICALL1
4544,MICALL2
4545,MICB
4546,MICOS10
4547,MICOS13
4548,MICU1
4549,MICU2
4550,MID1IP1
4551,MIDN
4552,MIEF1
4553,MIEN1
4554,MIER1
4555,MIER2
4556,MIER3
4557,MIF
4558,MIF4GD
4559,MIGA2
4560,MIIP
4561,MINDY2
4562,MINDY3
4563,MINK1
4564,MINPP1
4565,MIOS
4566,MIPEP
4567,MIPOL1
4568,MIS12
4569,MIS18A
4570,MIS18BP1
4571,MITD1
4572,MITF
4573,MIXL1
4574,MKI67
4575,MKKS
4576,MKLN1
4577,MKNK1
4578,MKNK2
4579,MKRN1
4580,MKRN2
4581,MKRN3
4582,MKS1
4583,MKX
4584,MLEC
4585,MLF1
4586,MLF2
4587,MLH1
4588,MLH3
4589,MLLT1
4590,MLLT10
4591,MLLT11
4592,MLLT3
4593,MLLT6
4594,MLST8
4595,MLX
4596,MLXIP
4597,MLXIPL
4598,MLYCD
4599,MMAB
4600,MMACHC
4601,MMADHC
4602,MMGT1
4603,MMP15
4604,MMP17
4605,MMS19
4606,MMS22L
4607,MMUT
4608,MNAT1
4609,MND1
4610,MNT
4611,MNX1
4612,MOB1A
4613,MOB1B
4614,MOB2
4615,MOB3A
4616,MOB3B
4617,MOB4
4618,MOCOS
4619,MOCS1
4620,MOCS2
4621,MOCS3
4622,MOG
4623,MOGS
4624,MOK
4625,MON1A
4626,MON1B
4627,MON2
4628,MORC2
4629,MORC3
4630,MORF4L1
4631,MORF4L2
4632,MORN2
4633,MORN4
4634,MOSMO
4635,MOSPD3
4636,MOV10
4637,MPC1
4638,MPC2
4639,MPDU1
4640,MPG
4641,MPHOSPH10
4642,MPHOSPH6
4643,MPHOSPH8
4644,MPHOSPH9
4645,MPI
4646,MPIG6B
4647,MPLKIP
4648,MPND
4649,MPP1
4650,MPP3
4651,MPP5
4652,MPP6
4653,MPPE1
4654,MPRIP
4655,MPST
4656,MPV17
4657,MPV17L2
4658,MPZ
4659,MPZL1
4660,MR1
4661,MRAP2
4662,MRAS
4663,MRC2
4664,MRE11
4665,MRFAP1
4666,MRFAP1L1
4667,MRGBP
4668,MRI1
4669,MRM1
4670,MRM2
4671,MRM3
4672,MRNIP
4673,MRPL1
4674,MRPL10
4675,MRPL11
4676,MRPL13
4677,MRPL14
4678,MRPL15
4679,MRPL16
4680,MRPL17
4681,MRPL18
4682,MRPL19
4683,MRPL2
4684,MRPL20
4685,MRPL21
4686,MRPL22
4687,MRPL23
4688,MRPL24
4689,MRPL27
4690,MRPL28
4691,MRPL3
4692,MRPL30
4693,MRPL32
4694,MRPL33
4695,MRPL34
4696,MRPL35
4697,MRPL36
4698,MRPL37
4699,MRPL38
4700,MRPL39
4701,MRPL4
4702,MRPL40
4703,MRPL41
4704,MRPL42
4705,MRPL43
4706,MRPL44
4707,MRPL45
4708,MRPL46
4709,MRPL47
4710,MRPL48
4711,MRPL49
4712,MRPL50
4713,MRPL51
4714,MRPL52
4715,MRPL53
4716,MRPL54
4717,MRPL55
4718,MRPL58
4719,MRPL9
4720,MRPS10
4721,MRPS11
4722,MRPS12
4723,MRPS14
4724,MRPS15
4725,MRPS16
4726,MRPS17
4727,MRPS18A
4728,MRPS18B
4729,MRPS18C
4730,MRPS2
4731,MRPS21
4732,MRPS22
4733,MRPS23
4734,MRPS24
4735,MRPS25
4736,MRPS26
4737,MRPS27
4738,MRPS28
4739,MRPS30
4740,MRPS31
4741,MRPS33
4742,MRPS34
4743,MRPS35
4744,MRPS36
4745,MRPS5
4746,MRPS6
4747,MRPS7
4748,MRPS9
4749,MRRF
4750,MRS2
4751,MRTFA
4752,MRTO4
4753,MS4A3
4754,MS4A4A
4755,MSANTD1
4756,MSANTD3
4757,MSANTD4
4758,MSC
4759,MSGN1
4760,MSH2
4761,MSH3
4762,MSH5
4763,MSH6
4764,MSI2
4765,MSL1
4766,MSL2
4767,MSL3
4768,MSMO1
4769,MSN
4770,MSRB1
4771,MSRB2
4772,MST1
4773,MSTO1
4774,MSX1
4775,MSX2
4776,MT1F
4777,MT1X
4778,MT2A
4779,MTA1
4780,MTA2
4781,MTA3
4782,MTBP
4783,MTCH1
4784,MTCH2
4785,MTCP1
4786,MTDH
4787,MTF1
4788,MTF2
4789,MTFMT
4790,MTFP1
4791,MTFR1
4792,MTFR1L
4793,MTFR2
4794,MTG1
4795,MTG2
4796,MTHFD1
4797,MTHFD1L
4798,MTHFD2
4799,MTHFD2L
4800,MTHFR
4801,MTHFS
4802,MTHFSD
4803,MTIF2
4804,MTIF3
4805,MTM1
4806,MTMR1
4807,MTMR12
4808,MTMR14
4809,MTMR2
4810,MTMR3
4811,MTMR4
4812,MTMR9
4813,MTO1
4814,MTOR
4815,MTPAP
4816,MTPN
4817,MTR
4818,MTRES1
4819,MTREX
4820,MTRF1
4821,MTRF1L
4822,MTRR
4823,MTX1
4824,MTX2
4825,MUL1
4826,MUS81
4827,MUTYH
4828,MVB12A
4829,MVD
4830,MVK
4831,MXD1
4832,MXD3
4833,MXD4
4834,MXI1
4835,MXRA7
4836,MXRA8
4837,MYB
4838,MYBBP1A
4839,MYBL1
4840,MYBL2
4841,MYC
4842,MYCBP
4843,MYCBP2
4844,MYCL
4845,MYCN
4846,MYD88
4847,MYEOV
4848,MYF5
4849,MYF6
4850,MYH10
4851,MYH9
4852,MYL12A
4853,MYL12B
4854,MYL4
4855,MYL6
